Name,Accepted name,Climate match,Naturalized in FL,FL noxious weed list,Federal noxious weed list,Naturalized somewhere,Weedy history,Global occurrences
Aphanes inexspectata,Aphanes australis,no,yes,no,no,yes,yes,2128
Apium alpinum,Apium alpinum,no,no,no,no,no,no,0
Apocynum venetum,Apocynum venetum,yes,no,no,no,no,yes,0
Apocynum venetum,Apocynum venetum,yes,no,no,no,no,yes,0
Trachomitum venetum,Apocynum venetum,yes,no,no,no,no,yes,21
Apodanthera aspera,Apodanthera aspera,yes,no,no,no,no,yes,70
Apodanthera undulata var. australis,Apodanthera undulata var. australis,no,no,no,no,yes,no,79
Aponogeton capuronii,Aponogeton capuronii,no,no,no,no,no,no,6
Aponogeton desertorum,Aponogeton desertorum,yes,no,no,no,no,yes,79
Aponogeton elongatus,Aponogeton elongatus,no,no,no,no,no,no,169
Aponogeton henkelianus,Aponogeton henkelianus,no,no,no,no,no,no,0
Aponogeton krauseanus,Aponogeton krauseanus,no,no,no,no,no,no,0
Aponogeton longiplumulosus,Aponogeton longiplumulosus,no,no,no,no,no,no,8
Aponogeton fenestralis,Aponogeton madagascariensis,no,no,no,no,yes,no,1
Aponogeton madagascariensis,Aponogeton madagascariensis,no,no,no,no,yes,no,66
Aponogeton rigidifolius,Aponogeton rigidifolius,no,no,no,no,no,yes,4
Aponogeton siamensis,Aponogeton siamensis,no,no,no,no,no,no,0
Aponogeton ulvaceus,Aponogeton ulvaceus,no,no,no,no,no,no,33
Aptenia lancifolia,Aptenia lancifolia,yes,no,no,no,no,yes,17
Arceuthobium abietinum f.sp. concoloris,Arceuthobium abietinum f.sp. concoloris,yes,no,no,no,no,no,0
Arceuthobium americanum,Arceuthobium americanum,yes,no,no,no,no,yes,19
Arceuthobium abietinum,Arceuthobium campylopodum,yes,no,no,no,no,yes,35
Arceuthobium apachecum,Arceuthobium campylopodum,yes,no,no,no,no,yes,11
Arceuthobium apachense,Arceuthobium campylopodum,yes,no,no,no,no,yes,0
Arceuthobium californicum,Arceuthobium campylopodum,yes,no,no,no,no,yes,24
Arceuthobium campylopodum,Arceuthobium campylopodum,yes,no,no,no,no,yes,480
Arceuthobium cyanocarpum,Arceuthobium campylopodum,yes,no,no,no,no,yes,36
Arceuthobium laricis,Arceuthobium campylopodum,yes,no,no,no,no,yes,10
Arceuthobium littorum,Arceuthobium campylopodum,yes,no,no,no,no,yes,4
Arceuthobium microcarpum,Arceuthobium campylopodum,yes,no,no,no,no,yes,1
Arceuthobium monticola,Arceuthobium campylopodum,yes,no,no,no,no,yes,0
Arceuthobium occidentale,Arceuthobium campylopodum,yes,no,no,no,no,yes,1
Arceuthobium siskiyouense,Arceuthobium campylopodum,yes,no,no,no,no,yes,8
Arceuthobium tsugense,Arceuthobium campylopodum,yes,no,no,no,no,yes,19
Arceuthobium tsugense ssp. amabilae,Arceuthobium campylopodum,yes,no,no,no,no,yes,11
Arceuthobium tsugense ssp. mertensianae,Arceuthobium campylopodum,yes,no,no,no,no,yes,8
Arceuthobium tsugense ssp. tsugense,Arceuthobium campylopodum,yes,no,no,no,no,yes,12
Arceuthobium douglasii,Arceuthobium douglasii,yes,no,no,no,no,yes,96
Arceuthobium minutissimum,Arceuthobium minutissimum,yes,no,no,no,no,yes,12
Arceuthobium oxycedri,Arceuthobium oxycedri,yes,no,no,no,no,yes,1397
Arceuthobium pini,Arceuthobium pini,yes,no,no,no,no,yes,57
Arceuthobium pusillum,Arceuthobium pusillum,yes,no,no,no,no,yes,332
Arceuthobium vaginatum,Arceuthobium vaginatum,yes,no,no,no,no,yes,436
Arctotheca calendula,Arctotheca calendula,yes,no,no,yes,yes,yes,19846
Ardisia acuminata,Ardisia acuminata,yes,no,no,no,no,no,0
Areca catechu,Areca catechu,yes,no,no,no,yes,yes,162
Arenaria montana,Arenaria montana,yes,no,no,no,yes,yes,9855
Arenga pinnata,Arenga pinnata,yes,no,no,no,yes,yes,122
Argemone leiocarpa,Argemone mexicana,yes,yes,no,no,yes,yes,5
Argemone leiocarpa var. mexicanoides,Argemone mexicana,yes,yes,no,no,yes,yes,0
Argemone leiocarpa var. ochroleucoides,Argemone mexicana,yes,yes,no,no,yes,yes,1
Argemone mexicana,Argemone mexicana,yes,yes,no,no,yes,yes,2780
Argemone mexicana forma leiocarpa,Argemone mexicana,yes,yes,no,no,yes,yes,0
Argemone mexicana var. lutea,Argemone mexicana,yes,yes,no,no,yes,yes,0
Argemone mexicana var. ochroleuca,Argemone mexicana,yes,yes,no,no,yes,yes,0
Argemone mexicana var. parviflora,Argemone mexicana,yes,yes,no,no,yes,yes,0
Argemone mexicana var. typica,Argemone mexicana,yes,yes,no,no,yes,yes,0
Argemone ochroleuca,Argemone mexicana,yes,yes,no,no,yes,yes,2601
Argemone sexvalvis,Argemone mexicana,yes,yes,no,no,yes,yes,0
Argemone spinosa,Argemone mexicana,yes,yes,no,no,yes,yes,0
Argemone versicolor,Argemone mexicana,yes,yes,no,no,yes,yes,0
Argemone vulgaris,Argemone mexicana,yes,yes,no,no,yes,yes,0
Argemone vulgaris var. citrina,Argemone mexicana,yes,yes,no,no,yes,yes,0
Echtrus mexicanus,Argemone mexicana,yes,yes,no,no,yes,yes,0
Echtrus trivialis,Argemone mexicana,yes,yes,no,no,yes,yes,0
Papaver mexicanum,Argemone mexicana,yes,yes,no,no,yes,yes,1
Argyranthemum pinnatifidum,Argyranthemum pinnatifidum,no,no,no,no,yes,no,44
Arida riparia,Arida riparia,no,no,no,no,no,no,2
Aster riparius,Arida riparia,no,no,no,no,no,no,5
Aster sonorae,Arida riparia,no,no,no,no,no,no,5
Machaeranthera riparia,Arida riparia,no,no,no,no,no,no,20
Machaeranthera sonorae,Arida riparia,no,no,no,no,no,no,0
Aristida ternipes,Aristida ternipes,yes,no,no,no,yes,yes,1456
Aronia x prunifolia,Aronia x prunifolia,yes,no,no,no,no,no,1664
Arracacia xanthorrhiza,Arracacia xanthorrhiza,yes,no,no,no,yes,yes,411
Arrhenatherum album,Arrhenatherum album,no,no,no,no,no,yes,2230
Arrhenatherum elatius,Arrhenatherum elatius,yes,no,no,no,yes,yes,515186
Artemisia absinthium,Artemisia absinthium,yes,no,no,no,yes,yes,30712
Artemisia austriaca,Artemisia austriaca,no,no,no,no,yes,yes,734
Artemisia biennis,Artemisia biennis,yes,no,no,no,yes,yes,2934
Artemisia capillaris,Artemisia capillaris,yes,no,no,no,yes,yes,708
Artemisia frigida,Artemisia frigida,yes,no,no,no,yes,yes,2479
Artemisia ludoviciana,Artemisia ludoviciana,no,no,no,no,yes,yes,5871
Artemisia sieversiana,Artemisia sieversiana,yes,no,no,no,yes,yes,668
Artemisia tridentata,Artemisia tridentata,yes,no,no,no,yes,yes,5700
Artemisia affinis,Artemisia vulgaris,yes,yes,no,no,yes,yes,0
Artemisia heterophylla,Artemisia vulgaris,yes,yes,no,no,yes,yes,0
Artemisia igniaria,Artemisia vulgaris,yes,yes,no,no,yes,yes,29
Artemisia indica,Artemisia vulgaris,yes,yes,no,no,yes,yes,492
Artemisia lactiflora,Artemisia vulgaris,yes,yes,no,no,yes,yes,424
Artemisia leptostachya,Artemisia vulgaris,yes,yes,no,no,yes,yes,0
Artemisia officinalis,Artemisia vulgaris,yes,yes,no,no,yes,yes,0
Artemisia opulenta,Artemisia vulgaris,yes,yes,no,no,yes,yes,6
Artemisia opulenta forma genuina,Artemisia vulgaris,yes,yes,no,no,yes,yes,0
Artemisia paniculaeformis,Artemisia vulgaris,yes,yes,no,no,yes,yes,0
Artemisia rubriflora,Artemisia vulgaris,yes,yes,no,no,yes,yes,0
Artemisia ruderalis,Artemisia vulgaris,yes,yes,no,no,yes,yes,1
Artemisia samamisica,Artemisia vulgaris,yes,yes,no,no,yes,yes,1
Artemisia violacea,Artemisia vulgaris,yes,yes,no,no,yes,yes,0
Artemisia virens,Artemisia vulgaris,yes,yes,no,no,yes,yes,0
Artemisia vulgaris,Artemisia vulgaris,yes,yes,no,no,yes,yes,346620
Artemisia vulgaris subsp. typica,Artemisia vulgaris,yes,yes,no,no,yes,yes,0
Artemisia vulgaris var. glabra,Artemisia vulgaris,yes,yes,no,no,yes,yes,1
Artemisia vulgaris var. kamschatica,Artemisia vulgaris,yes,yes,no,no,yes,yes,0
Artemisia vulgaris var. normalis,Artemisia vulgaris,yes,yes,no,no,yes,yes,0
Artemisia vulgaris var. typica,Artemisia vulgaris,yes,yes,no,no,yes,yes,0
Alectoridia quartiniana,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Andropogon alectoridia,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Andropogon amplexifolius,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Andropogon ciliaris,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Andropogon cuspidatus,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Andropogon lasiocoleos,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Andropogon micans,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Andropogon nudus,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Andropogon submuticus,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon antsirabensis,Arthraxon hispidus,yes,yes,no,no,yes,yes,17
Arthraxon breviaristatus,Arthraxon hispidus,yes,yes,no,no,yes,yes,10
Arthraxon caucasicus,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon centrasiaticus,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon ciliaris,Arthraxon hispidus,yes,yes,no,no,yes,yes,8
Arthraxon ciliaris subsp. langsdorffii,Arthraxon hispidus,yes,yes,no,no,yes,yes,4
Arthraxon ciliaris subsp. nudus,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon ciliaris subsp. quartiniana,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon ciliaris subsp. submuticus,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon ciliaris subsp. vriesii,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon ciliaris var. australis,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon ciliaris var. centrasiaticus,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon ciliaris var. coloratus,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon ciliaris var. cryptatherus,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon ciliaris var. genuinus,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon ciliaris var. glabrescens,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon ciliaris var. gracilis,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon ciliaris var. hookeri,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon ciliaris var. quartiniana,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon ciliaris var. tenellus,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon coloratus,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon cryptatherus,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon cryptatherus subsp. centrasiaticus,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon cryptatherus subsp. submuticus,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon cryptatherus var. ciliaris,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon cuspidatus,Arthraxon hispidus,yes,yes,no,no,yes,yes,2
Arthraxon cuspidatus var. genuinus,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon cuspidatus var. micans,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon gracilis,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon hispidus,Arthraxon hispidus,yes,yes,no,no,yes,yes,12079
Arthraxon hispidus forma breviseta,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon hispidus forma centrasiaticus,Arthraxon hispidus,yes,yes,no,no,yes,yes,3
Arthraxon hispidus forma centrasiaticus,Arthraxon hispidus,yes,yes,no,no,yes,yes,3
Arthraxon hispidus forma formosanus,Arthraxon hispidus,yes,yes,no,no,yes,yes,5
Arthraxon hispidus forma hispidissimus,Arthraxon hispidus,yes,yes,no,no,yes,yes,1
Arthraxon hispidus forma hispidissimus,Arthraxon hispidus,yes,yes,no,no,yes,yes,1
Arthraxon hispidus forma japonicus,Arthraxon hispidus,yes,yes,no,no,yes,yes,9
Arthraxon hispidus forma kobuna,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon hispidus forma langsdorffii,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon hispidus forma macranthus,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon hispidus forma monticola,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon hispidus forma quartinianus,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon hispidus forma riukiuensis,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon hispidus forma vriesii,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon hispidus subsp. caucasicus,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon hispidus subsp. centrasiaticus,Arthraxon hispidus,yes,yes,no,no,yes,yes,5
Arthraxon hispidus subsp. centrasiaticus,Arthraxon hispidus,yes,yes,no,no,yes,yes,5
Arthraxon hispidus subsp. ciliaris,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon hispidus subsp. langsdorffii,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon hispidus var. brevisetus,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon hispidus var. centrasiaticus,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon hispidus var. centrasiaticus,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon hispidus var. ciliaris,Arthraxon hispidus,yes,yes,no,no,yes,yes,1
Arthraxon hispidus var. cryptatherus,Arthraxon hispidus,yes,yes,no,no,yes,yes,44
Arthraxon hispidus var. hispidissimus,Arthraxon hispidus,yes,yes,no,no,yes,yes,1
Arthraxon hispidus var. hispidissimus,Arthraxon hispidus,yes,yes,no,no,yes,yes,1
Arthraxon hispidus var. hookeri,Arthraxon hispidus,yes,yes,no,no,yes,yes,7
Arthraxon hispidus var. japonicus,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon hispidus var. microphyllus,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon hispidus var. monticola,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon hispidus var. muticus,Arthraxon hispidus,yes,yes,no,no,yes,yes,1
Arthraxon hispidus var. nudus,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon hispidus var. vriesii,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon hookeri,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon inermis,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon japonicus,Arthraxon hispidus,yes,yes,no,no,yes,yes,3
Arthraxon kobuna,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon langsdorffii,Arthraxon hispidus,yes,yes,no,no,yes,yes,2
Arthraxon langsdorffii var. centrasiaticus,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon langsdorffii var. cryptatherus,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon langsdorffii var. submuticus,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon lasiocoleos,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon major,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon mauritianus,Arthraxon hispidus,yes,yes,no,no,yes,yes,1
Arthraxon micans,Arthraxon hispidus,yes,yes,no,no,yes,yes,75
Arthraxon nitidulus,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon nudus,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon okamotoi,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon pallidus,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon pauciflorus,Arthraxon hispidus,yes,yes,no,no,yes,yes,23
Arthraxon pauciflorus var. muticus,Arthraxon hispidus,yes,yes,no,no,yes,yes,3
Arthraxon plumbeus,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon quartinianus,Arthraxon hispidus,yes,yes,no,no,yes,yes,129
Arthraxon quartinianus subsp. vriesii,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon quartinianus var. glabrescens,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon quartinianus var. monostachys,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon quartinianus var. montanus,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon satarensis,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon schimperi,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon submuticus,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Arthraxon violaceus,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Batratherum micans,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Batratherum submuticum,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Deyeuxia japonica,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Digitaria hispida,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Dimeria scrobiculata,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Lasiolytrum hispidum,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Lucaea gracilis,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Lucaea langsdorffii,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Lucaea major,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Lucaea plumbea,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Lucaea violacea,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Lucaea vriesii,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Phalaris hispida,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Pleuroplitis caucasica,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Pleuroplitis centrasiatica,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Pleuroplitis langsdorffii,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Pleuroplitis langsdorffii var. breviseta,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Pleuroplitis langsdorffii var. caucasica,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Pleuroplitis langsdorffii var. centrasiatica,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Pleuroplitis langsdorffii var. chinensis,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Pleuroplitis langsdorffii var. gracilis,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Pleuroplitis langsdorffii var. japonica,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Pleuroplitis langsdorffii var. submutica,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Pleuroplitis major,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Pleuroplitis plumbea,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Pleuroplitis quartiniana,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Pleuroplitis quartiniana var. caespitosa,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Pleuroplitis quartiniana var. plumbea,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Pleuroplitis quartiniana var. tenella,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Pollinia ciliaris,Arthraxon hispidus,yes,yes,no,no,yes,yes,0
Andropogon lasiocoleus,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,0
Arthraxon ciliare ssp. langsdorffii,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,0
Arthraxon ciliare ssp. nudus,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,0
Arthraxon ciliare ssp. quartinianus,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,0
Arthraxon ciliare ssp. submuticus,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,0
Arthraxon ciliare ssp. vriesii,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,0
Arthraxon ciliare var. coloratus,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,0
Arthraxon ciliare var. cryptatherus,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,0
Arthraxon ciliare var. gracilis,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,0
Arthraxon ciliare var. quartinianus,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,0
Arthraxon ciliaris ssp. langsdorffii,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,4
Arthraxon ciliaris ssp. nudus,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,0
Arthraxon ciliaris ssp. quartinianus,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,0
Arthraxon ciliaris ssp. submuticus,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,0
Arthraxon ciliaris ssp. vriesii,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,0
Arthraxon ciliaris var. quartinianus,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,0
Arthraxon cryptatherus ssp. nudus,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,0
Arthraxon cryptatherus ssp. submuticus,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,0
Arthraxon cryptatherus var. centrasiaticus,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,0
Arthraxon hispidus f. brevisetus,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,1
Arthraxon hispidus f. centrasiaticus,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,3
Arthraxon hispidus f. centrasiaticus,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,3
Arthraxon hispidus f. formosanus,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,5
Arthraxon hispidus f. hispidissimus,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,1
Arthraxon hispidus f. hispidissimus,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,1
Arthraxon hispidus f. hispidus,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,5
Arthraxon hispidus f. hispidus,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,5
Arthraxon hispidus f. japonicus,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,9
Arthraxon hispidus f. kobuna,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,0
Arthraxon hispidus f. monticola,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,0
Arthraxon hispidus f. quartinianus,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,0
Arthraxon hispidus f. riukiuensis,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,0
Arthraxon hispidus f. vriesii,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,0
Arthraxon hispidus ssp. caucasicus,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,0
Arthraxon hispidus ssp. centrasiaticus,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,5
Arthraxon hispidus ssp. centrasiaticus,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,5
Arthraxon hispidus ssp. ciliaris,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,0
Arthraxon hispidus ssp. langsdorffii,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,0
Arthraxon hispidus var. hispidus,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,462
Arthraxon hispidus var. hispidus,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,462
Arthraxon hispidus var. langsdorffii,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,0
Arthraxon hispidus var. macranthus,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,0
Arthraxon langsdorfianus,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,0
Arthraxon quartinianus ssp. quartinianus,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,0
Arthraxon quartinianus ssp. vriesii,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,0
Arthraxon quartinianus var. monostachyus,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,0
Arthraxon quartinianus var. quartinianus,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,0
Batratherum cuspidatum,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,0
Batratherum plumbeum,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,0
Chilochloa hispida,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,0
Psilopogon schimperi,Arthraxon hispidus var. hispidus,no,no,no,no,no,no,0
Artocarpus brasiliensis,Artocarpus heterophyllus,yes,yes,no,no,yes,yes,0
Artocarpus heterophyllus,Artocarpus heterophyllus,yes,yes,no,no,yes,yes,1215
Artocarpus maximus,Artocarpus heterophyllus,yes,yes,no,no,yes,yes,0
Artocarpus philippensis,Artocarpus heterophyllus,yes,yes,no,no,yes,yes,0
Saccus heterophyllus,Artocarpus heterophyllus,yes,yes,no,no,yes,yes,0
Arundinella hirta,Arundinella hirta,yes,no,no,no,no,yes,2691
Asclepias physocarpa,Asclepias physocarpa,no,no,no,no,no,yes,86
Asperugo procumbens,Asperugo procumbens,yes,no,no,no,yes,yes,9514
