Taxon,Genus,Hybrid.marker,Species,Abbrev,Infraspecific.rank,Infraspecific,Authority,ID,Plant.Name.Index,TPL.version,Taxonomic.status,Family,New.Genus,New.Hybrid.marker,New.Species,New.Infraspecific.rank,New.Infraspecific,New.Authority,New.ID,New.Taxonomic.status,Typo,WFormat,Higher.level,Date
Trifolium isthmocarpum,Trifolium,,isthmocarpum,NA,NA,,,ild-8091,TRUE,1.1,Accepted,Leguminosae,Trifolium,,isthmocarpum,,,Brot.,ild-8091,Accepted,FALSE,FALSE,FALSE,2021-08-03
Trifolium lappaceum,Trifolium,,lappaceum,NA,NA,,,ild-8097,TRUE,1.1,Accepted,Leguminosae,Trifolium,,lappaceum,,,L.,ild-8097,Accepted,FALSE,FALSE,FALSE,2021-08-03
Trifolium ligusticum,Trifolium,,ligusticum,NA,NA,,,ild-8099,TRUE,1.1,Accepted,Leguminosae,Trifolium,,ligusticum,,,Loisel.,ild-8099,Accepted,FALSE,FALSE,FALSE,2021-08-03
Trifolium phleoides,Trifolium,,phleoides,NA,NA,,,ild-8120,TRUE,1.1,Accepted,Leguminosae,Trifolium,,phleoides,,,Willd.,ild-8120,Accepted,FALSE,FALSE,FALSE,2021-08-03
Trifolium strictum,Trifolium,,strictum,NA,NA,,,ild-8163,TRUE,1.1,Accepted,Leguminosae,Trifolium,,strictum,,,L.,ild-8163,Accepted,FALSE,FALSE,FALSE,2021-08-03
Trigonella maritima,Trigonella,,maritima,NA,NA,,,ild-8025,TRUE,1.1,Accepted,Leguminosae,Trigonella,,maritima,,,Poir.,ild-8025,Accepted,FALSE,FALSE,FALSE,2021-08-03
Triplaris americana,Triplaris,,americana,NA,NA,,,kew-2513286,TRUE,1.1,Accepted,Polygonaceae,Triplaris,,americana,,,L.,kew-2513286,Accepted,FALSE,FALSE,FALSE,2021-08-03
Ulex europaeus,Ulex,,europaeus,NA,NA,,,ild-8476,TRUE,1.1,Accepted,Leguminosae,Ulex,,europaeus,,,L.,ild-8476,Accepted,FALSE,FALSE,FALSE,2021-08-03
Ulva pertusa,Ulva,,pertusa,NA,NA,,,,FALSE,1.1,,,Ulva,,pertusa,NA,,,,,TRUE,FALSE,FALSE,2021-08-03
Ulva reticulata,Ulva,,reticulata,NA,NA,,,,FALSE,1.1,,,Ulva,,reticulata,NA,,,,,TRUE,FALSE,FALSE,2021-08-03
Urochloa decumbens,Urochloa,,decumbens,NA,NA,,,kew-449459,TRUE,1.1,Synonym,Poaceae,Brachiaria,,decumbens,,,Stapf,kew-399598,Accepted,FALSE,FALSE,FALSE,2021-08-03
Urochloa panicoides,Urochloa,,panicoides,NA,NA,,,kew-449519,TRUE,1.1,Accepted,Poaceae,Urochloa,,panicoides,,,P.Beauv.,kew-449519,Accepted,FALSE,FALSE,FALSE,2021-08-03
Vaccinium corymbosum,Vaccinium,,corymbosum,NA,NA,,,kew-2458789,TRUE,1.1,Accepted,Ericaceae,Vaccinium,,corymbosum,,,L.,kew-2458789,Accepted,FALSE,FALSE,FALSE,2021-08-03
Vallisneria spiralis,Vallisneria,,spiralis,NA,NA,,,kew-308987,TRUE,1.1,Accepted,Hydrocharitaceae,Vallisneria,,spiralis,,,L.,kew-308987,Accepted,FALSE,FALSE,FALSE,2021-08-03
Ventenata dubia,Ventenata,,dubia,NA,NA,,,kew-449601,TRUE,1.1,Accepted,Poaceae,Ventenata,,dubia,,,(Leers) Coss. & Durieu,kew-449601,Accepted,FALSE,FALSE,FALSE,2021-08-03
Verbena bonariensis,Verbena,,bonariensis,NA,NA,,,kew-212118,TRUE,1.1,Accepted,Verbenaceae,Verbena,,bonariensis,,,L.,kew-212118,Accepted,FALSE,FALSE,FALSE,2021-08-03
Veronica anagallis-aquatica,Veronica,,anagallis-aquatica,NA,NA,,,kew-2453884,TRUE,1.1,Accepted,Plantaginaceae,Veronica,,anagallis-aquatica,,,L.,kew-2453884,Accepted,FALSE,FALSE,FALSE,2021-08-03
Veronica serpyllifolia,Veronica,,serpyllifolia,NA,NA,,,kew-2462094,TRUE,1.1,Accepted,Plantaginaceae,Veronica,,serpyllifolia,,,L.,kew-2462094,Accepted,FALSE,FALSE,FALSE,2021-08-03
Vicia disperma,Vicia,,disperma,NA,NA,,,ild-7808,TRUE,1.1,Accepted,Leguminosae,Vicia,,disperma,,,DC.,ild-7808,Accepted,FALSE,FALSE,FALSE,2021-08-03
Vigna marina,Vigna,,marina,NA,NA,,,ild-30245,TRUE,1.1,Accepted,Leguminosae,Vigna,,marina,,,(Burm.) Merr.,ild-30245,Accepted,FALSE,FALSE,FALSE,2021-08-03
Vinca major,Vinca,,major,NA,NA,,,kew-213165,TRUE,1.1,Accepted,Apocynaceae,Vinca,,major,,,L.,kew-213165,Accepted,FALSE,FALSE,FALSE,2021-08-03
Vulpia geniculata,Vulpia,,geniculata,NA,NA,,,kew-449979,TRUE,1.1,Accepted,Poaceae,Vulpia,,geniculata,,,(L.) Link,kew-449979,Accepted,FALSE,FALSE,FALSE,2021-08-03
Vulpia ligustica,Vulpia,,ligustica,NA,NA,,,kew-450010,TRUE,1.1,Accepted,Poaceae,Vulpia,,ligustica,,,(All.) Link,kew-450010,Accepted,FALSE,FALSE,FALSE,2021-08-03
Zaleya pentandra,Zaleya,,pentandra,NA,NA,,,kew-2468752,TRUE,1.1,Accepted,Aizoaceae,Zaleya,,pentandra,,,(L.) C.Jeffrey,kew-2468752,Accepted,FALSE,FALSE,FALSE,2021-08-03
Ziziphus spina-christi,Ziziphus,,spina-christi,NA,NA,,,tro-27501041,TRUE,1.1,Accepted,Rhamnaceae,Ziziphus,,spina-christi,,,(L.) Desf.,tro-27501041,Accepted,FALSE,FALSE,FALSE,2021-08-03
Acer platanoides,Acer,,platanoides,NA,NA,,,kew-2616254,TRUE,1.1,Accepted,Sapindaceae,Acer,,platanoides,,,L.,kew-2616254,Accepted,FALSE,FALSE,FALSE,2021-08-03
Alopecurus pratensis,Alopecurus,,pratensis,NA,NA,,,kew-391506,TRUE,1.1,Accepted,Poaceae,Alopecurus,,pratensis,,,L.,kew-391506,Accepted,FALSE,FALSE,FALSE,2021-08-03
Anthemis triumfettii,Anthemis,,triumfettii,NA,NA,,,gcc-105773,TRUE,1.1,Synonym,Compositae,Cota,,triumfetti,,,(L.) J.Gay,gcc-112420,Accepted,FALSE,FALSE,FALSE,2021-08-03
Apera interrupta,Apera,,interrupta,NA,NA,,,kew-394110,TRUE,1.1,Accepted,Poaceae,Apera,,interrupta,,,(L.) P.Beauv.,kew-394110,Accepted,FALSE,FALSE,FALSE,2021-08-03
Arceuthobium minutissimum,Arceuthobium,,minutissimum,NA,NA,,,kew-2646825,TRUE,1.1,Accepted,Santalaceae,Arceuthobium,,minutissimum,,,Hook.f.,kew-2646825,Accepted,FALSE,FALSE,FALSE,2021-08-03
Arceuthobium pini,Arceuthobium,,pini,NA,NA,,,kew-2646835,TRUE,1.1,Accepted,Santalaceae,Arceuthobium,,pini,,,Hawksw. & Wiens,kew-2646835,Accepted,FALSE,FALSE,FALSE,2021-08-03
Artemisia capillaris,Artemisia,,capillaris,NA,NA,,,gcc-76502,TRUE,1.1,Accepted,Compositae,Artemisia,,capillaris,,,Thunb.,gcc-76502,Accepted,FALSE,FALSE,FALSE,2021-08-03
Astragalus galegiformis,Astragalus,,galegiformis,NA,NA,,,ild-8627,TRUE,1.1,Accepted,Leguminosae,Astragalus,,galegiformis,,,L.,ild-8627,Accepted,FALSE,FALSE,FALSE,2021-08-03
Berberis vulgaris,Berberis,,vulgaris,NA,NA,,,kew-2674612,TRUE,1.1,Accepted,Berberidaceae,Berberis,,vulgaris,,,L.,kew-2674612,Accepted,FALSE,FALSE,FALSE,2021-08-03
Buddleja asiatica,Buddleja,,asiatica,NA,NA,,,kew-2685315,TRUE,1.1,Accepted,Scrophulariaceae,Buddleja,,asiatica,,,Lour.,kew-2685315,Accepted,FALSE,FALSE,FALSE,2021-08-03
Bunias orientalis,Bunias,,orientalis,NA,NA,,,kew-2686094,TRUE,1.1,Accepted,Brassicaceae,Bunias,,orientalis,,,L.,kew-2686094,Accepted,FALSE,FALSE,FALSE,2021-08-03
Carduus crispus,Carduus,,crispus,NA,NA,,,gcc-114410,TRUE,1.1,Accepted,Compositae,Carduus,,crispus,,,Guirão ex Nyman,gcc-114410,Accepted,FALSE,FALSE,FALSE,2021-08-03
Carex ovalis,Carex,,ovalis,NA,NA,,,kew-229362,TRUE,1.1,Synonym,Cyperaceae,Carex,,leporina,,,L.,kew-228079,Accepted,FALSE,FALSE,FALSE,2021-08-03
Centaurea diffusa,Centaurea,,diffusa,NA,NA,,,gcc-186,TRUE,1.1,Accepted,Compositae,Centaurea,,diffusa,,,Lam.,gcc-186,Accepted,FALSE,FALSE,FALSE,2021-08-03
Centaurea iberica,Centaurea,,iberica,NA,NA,,,gcc-113560,TRUE,1.1,Accepted,Compositae,Centaurea,,iberica,,,Trevir. ex Spreng.,gcc-113560,Accepted,FALSE,FALSE,FALSE,2021-08-03
Centaurea macrocephala,Centaurea,,macrocephala,NA,NA,,,gcc-75966,TRUE,1.1,Accepted,Compositae,Centaurea,,macrocephala,,,Muss.Puschk. ex Willd.,gcc-75966,Accepted,FALSE,FALSE,FALSE,2021-08-03
Centaurea virgata,Centaurea,,virgata,NA,NA,,,gcc-35811,TRUE,1.1,Accepted,Compositae,Centaurea,,virgata,,,Lam.,gcc-35811,Accepted,FALSE,FALSE,FALSE,2021-08-03
Chrysanthemum macrophyllum,Chrysanthemum,,macrophyllum,NA,NA,,,gcc-14860,TRUE,1.1,Synonym,Compositae,Tanacetum,,macrophyllum,,,(Waldst. & Kit.) Sch.Bip.,gcc-124075,Accepted,FALSE,FALSE,FALSE,2021-08-03
Clerodendrum wallichii,Clerodendrum,,wallichii,NA,NA,,,kew-43166,TRUE,1.1,Synonym,Lamiaceae,Clerodendrum,,laevifolium,,,Blume,kew-42747,Accepted,FALSE,FALSE,FALSE,2021-08-03
Cynoglossum officinale,Cynoglossum,,officinale,NA,NA,,,kew-2752089,TRUE,1.1,Accepted,Boraginaceae,Cynoglossum,,officinale,,,L.,kew-2752089,Accepted,FALSE,FALSE,FALSE,2021-08-03
Derris elliptica,Derris,,elliptica,NA,NA,,,ild-33408,TRUE,1.1,Accepted,Leguminosae,Derris,,elliptica,,,(Wall.) Benth.,ild-33408,Accepted,FALSE,FALSE,FALSE,2021-08-03
Echinochloa glabrescens,Echinochloa,,glabrescens,NA,NA,,,tro-25544759,TRUE,1.1,Accepted,Poaceae,Echinochloa,,glabrescens,,,Munro ex Hook. f.,tro-25544759,Accepted,FALSE,FALSE,FALSE,2021-08-03
Echinops sphaerocephalus,Echinops,,sphaerocephalus,NA,NA,,,gcc-33610,TRUE,1.1,Accepted,Compositae,Echinops,,sphaerocephalus,,,L.,gcc-33610,Accepted,FALSE,FALSE,FALSE,2021-08-03
Elaeagnus angustifolia,Elaeagnus,,angustifolia,NA,NA,,,kew-2784980,TRUE,1.1,Accepted,Elaeagnaceae,Elaeagnus,,angustifolia,,,L.,kew-2784980,Accepted,FALSE,FALSE,FALSE,2021-08-03
Erechtites valerianifolius,Erechtites,,valerianifolius,NA,NA,,,gcc-148468,TRUE,1.1,Accepted,Compositae,Erechtites,,valerianifolius,,,(Wolf) DC.,gcc-148468,Accepted,FALSE,FALSE,FALSE,2021-08-03
Euonymus japonicus,Euonymus,,japonicus,NA,NA,,,kew-2803399,TRUE,1.1,Accepted,Celastraceae,Euonymus,,japonicus,,,Thunb.,kew-2803399,Accepted,FALSE,FALSE,FALSE,2021-08-03
Euphorbia esula,Euphorbia,,esula,NA,NA,,,kew-79567,TRUE,1.1,Accepted,Euphorbiaceae,Euphorbia,,esula,,,L.,kew-79567,Accepted,FALSE,FALSE,FALSE,2021-08-03
Festuca pratensis,Festuca,,pratensis,NA,NA,,,kew-416331,TRUE,1.1,Accepted,Poaceae,Festuca,,pratensis,,,Huds.,kew-416331,Accepted,FALSE,FALSE,FALSE,2021-08-03
Fragaria viridis,Fragaria,,viridis,NA,NA,,,rjp-43499,TRUE,1.1,Accepted,Rosaceae,Fragaria,,viridis,,,Weston,rjp-43499,Accepted,FALSE,FALSE,FALSE,2021-08-03
Geranium himalayense,Geranium,,himalayense,NA,NA,,,kew-2823383,TRUE,1.1,Accepted,Geraniaceae,Geranium,,himalayense,,,Klotzsch,kew-2823383,Accepted,FALSE,FALSE,FALSE,2021-08-03
Geranium nepalense,Geranium,,nepalense,NA,NA,,,kew-2823680,TRUE,1.1,Accepted,Geraniaceae,Geranium,,nepalense,,,Sweet,kew-2823680,Accepted,FALSE,FALSE,FALSE,2021-08-03
Glycosmis pentaphylla,Glycosmis,,pentaphylla,NA,NA,,,kew-2827634,TRUE,1.1,Accepted,Rutaceae,Glycosmis,,pentaphylla,,,(Retz.) DC.,kew-2827634,Accepted,FALSE,FALSE,FALSE,2021-08-03
Heliconia bihai,Heliconia,,bihai,NA,NA,,,kew-248319,TRUE,1.1,Accepted,Heliconiaceae,Heliconia,,bihai,,,(L.) L.,kew-248319,Accepted,FALSE,FALSE,FALSE,2021-08-03
Hydrocharis morsus-ranae,Hydrocharis,,morsus-ranae,NA,NA,,,kew-308132,TRUE,1.1,Accepted,Hydrocharitaceae,Hydrocharis,,morsus-ranae,,,L.,kew-308132,Accepted,FALSE,FALSE,FALSE,2021-08-03
Hyptis brevipes,Hyptis,,brevipes,NA,NA,,,kew-101636,TRUE,1.1,Accepted,Lamiaceae,Hyptis,,brevipes,,,Poit.,kew-101636,Accepted,FALSE,FALSE,FALSE,2021-08-03
Impatiens parviflora,Impatiens,,parviflora,NA,NA,,,kew-2862981,TRUE,1.1,Accepted,Balsaminaceae,Impatiens,,parviflora,,,DC.,kew-2862981,Accepted,FALSE,FALSE,FALSE,2021-08-03
Inula britannica,Inula,,britannica,NA,NA,,,gcc-9960,TRUE,1.1,Accepted,Compositae,Inula,,britannica,,,L.,gcc-9960,Accepted,FALSE,FALSE,FALSE,2021-08-03
Iva xanthiifolia,Iva,,xanthiifolia,NA,NA,,,gcc-133252,TRUE,1.1,Accepted,Compositae,Iva,,xanthiifolia,,,Nutt.,gcc-133252,Accepted,FALSE,FALSE,FALSE,2021-08-03
Lamium galeobdolon,Lamium,,galeobdolon,NA,NA,,,kew-107452,TRUE,1.1,Accepted,Lamiaceae,Lamium,,galeobdolon,,,(L.) L.,kew-107452,Accepted,FALSE,FALSE,FALSE,2021-08-03
Lepidium perfoliatum,Lepidium,,perfoliatum,NA,NA,,,kew-2338612,TRUE,1.1,Accepted,Brassicaceae,Lepidium,,perfoliatum,,,L.,kew-2338612,Accepted,FALSE,FALSE,FALSE,2021-08-03
Lepidium pinnatifidum,Lepidium,,pinnatifidum,NA,NA,,,kew-2338621,TRUE,1.1,Accepted,Brassicaceae,Lepidium,,pinnatifidum,,,Ledeb.,kew-2338621,Accepted,FALSE,FALSE,FALSE,2021-08-03
Lespedeza juncea var. sericea,Lespedeza,,juncea,NA,var.,sericea,,ild-32600,TRUE,1.1,Accepted,Leguminosae,Lespedeza,,juncea,var.,sericea,(Thunb.) Lace & Hauech,ild-32600,Accepted,FALSE,FALSE,FALSE,2021-08-03
Lilium monadelphum,Lilium,,monadelphum,NA,NA,,,kew-280007,TRUE,1.1,Accepted,Liliaceae,Lilium,,monadelphum,,,M.Bieb.,kew-280007,Accepted,FALSE,FALSE,FALSE,2021-08-03
Limnophila chinensis,Limnophila,,chinensis,NA,NA,,,tro-29200313,TRUE,1.1,Accepted,Plantaginaceae,Limnophila,,chinensis,,,(Osbeck) Merr.,tro-29200313,Accepted,FALSE,FALSE,FALSE,2021-08-03
Linaria genistifolia,Linaria,,genistifolia,NA,NA,,,kew-2499565,TRUE,1.1,Accepted,Plantaginaceae,Linaria,,genistifolia,,,(L.) Mill.,kew-2499565,Accepted,FALSE,FALSE,FALSE,2021-08-03
Lindernia anagallis,Lindernia,,anagallis,NA,NA,,,kew-2498872,TRUE,1.1,Accepted,Linderniaceae,Lindernia,,anagallis,,,(Burm.f.) Pennell,kew-2498872,Accepted,FALSE,FALSE,FALSE,2021-08-03
Lindernia antipoda,Lindernia,,antipoda,NA,NA,,,kew-2498927,TRUE,1.1,Accepted,Linderniaceae,Lindernia,,antipoda,,,(L.) Alston,kew-2498927,Accepted,FALSE,FALSE,FALSE,2021-08-03
Lindernia ciliata,Lindernia,,ciliata,NA,NA,,,kew-2498933,TRUE,1.1,Accepted,Linderniaceae,Lindernia,,ciliata,,,(Colsm.) Pennell,kew-2498933,Accepted,FALSE,FALSE,FALSE,2021-08-03
Lindernia procumbens,Lindernia,,procumbens,NA,NA,,,kew-2498807,TRUE,1.1,Accepted,Linderniaceae,Lindernia,,procumbens,,,(Krock.) Philcox,kew-2498807,Accepted,FALSE,FALSE,FALSE,2021-08-03
Lupinus polyphyllus,Lupinus,,polyphyllus,NA,NA,,,ild-8908,TRUE,1.1,Accepted,Leguminosae,Lupinus,,polyphyllus,,,Lindl.,ild-8908,Accepted,FALSE,FALSE,FALSE,2021-08-03
Macaranga tanarius,Macaranga,,tanarius,NA,NA,,,kew-116737,TRUE,1.1,Accepted,Euphorbiaceae,Macaranga,,tanarius,,,(L.) Müll.Arg.,kew-116737,Accepted,FALSE,FALSE,FALSE,2021-08-03
Mangifera sylvatica,Mangifera,,sylvatica,NA,NA,,,tro-1301151,TRUE,1.1,Accepted,Anacardiaceae,Mangifera,,sylvatica,,,Roxb.,tro-1301151,Accepted,FALSE,FALSE,FALSE,2021-08-03
Matricaria perforata,Matricaria,,perforata,NA,NA,,,gcc-32678,TRUE,1.1,Synonym,Compositae,Tripleurospermum,,inodorum,,,(L.) Sch.Bip.,gcc-113650,Accepted,FALSE,FALSE,FALSE,2021-08-03
Medicago fischeriana,Medicago,,fischeriana,NA,NA,,,ild-31667,TRUE,1.1,Accepted,Leguminosae,Medicago,,fischeriana,,,(Ser.) Trautv.,ild-31667,Accepted,FALSE,FALSE,FALSE,2021-08-03
Medicago orthoceras,Medicago,,orthoceras,NA,NA,,,ild-31678,TRUE,1.1,Accepted,Leguminosae,Medicago,,orthoceras,,,(Kar. & Kir.) Trautv.,ild-31678,Accepted,FALSE,FALSE,FALSE,2021-08-03
Mosla dianthera,Mosla,,dianthera,NA,NA,,,kew-130180,TRUE,1.1,Accepted,Lamiaceae,Mosla,,dianthera,,,(Buch.-Ham. ex Roxb.) Maxim.,kew-130180,Accepted,FALSE,FALSE,FALSE,2021-08-03
Myagrum perfoliatum,Myagrum,,perfoliatum,NA,NA,,,kew-2358951,TRUE,1.1,Accepted,Brassicaceae,Myagrum,,perfoliatum,,,L.,kew-2358951,Accepted,FALSE,FALSE,FALSE,2021-08-03
Myosoton aquaticum,Myosoton,,aquaticum,NA,NA,,,kew-2369482,TRUE,1.1,Synonym,Caryophyllaceae,Stellaria,,aquatica,,,(L.) Scop.,kew-2482222,Accepted,FALSE,FALSE,FALSE,2021-08-03
Persicaria perfoliata,Persicaria,,perfoliata,NA,NA,,,kew-2572612,TRUE,1.1,Synonym,Polygonaceae,Polygonum,,perfoliatum,,,L.,kew-2573779,Accepted,FALSE,FALSE,FALSE,2021-08-03
Persicaria wallichii,Persicaria,,wallichii,NA,NA,,,kew-2572263,TRUE,1.1,Accepted,Polygonaceae,Persicaria,,wallichii,,,Greuter & Burdet,kew-2572263,Accepted,FALSE,FALSE,FALSE,2021-08-03
Pilosella officinarum,Pilosella,,officinarum,NA,NA,,,gcc-25499,TRUE,1.1,Accepted,Compositae,Pilosella,,officinarum,,,Vaill.,gcc-25499,Accepted,FALSE,FALSE,FALSE,2021-08-03
Pimpinella saxifraga,Pimpinella,,saxifraga,NA,NA,,,kew-2402811,TRUE,1.1,Accepted,Apiaceae,Pimpinella,,saxifraga,,,L.,kew-2402811,Accepted,FALSE,FALSE,FALSE,2021-08-03
Pluchea indica,Pluchea,,indica,NA,NA,,,gcc-34323,TRUE,1.1,Accepted,Compositae,Pluchea,,indica,,,(L.) Less.,gcc-34323,Accepted,FALSE,FALSE,FALSE,2021-08-03
Poa supina,Poa,,supina,NA,NA,,,kew-437424,TRUE,1.1,Accepted,Poaceae,Poa,,supina,,,Schrad.,kew-437424,Accepted,FALSE,FALSE,FALSE,2021-08-03
Polygonum hydropiper,Polygonum,,hydropiper,NA,NA,,,kew-2575083,TRUE,1.1,Synonym,Polygonaceae,Persicaria,,hydropiper,,,(L.) Delarbre,kew-2572559,Accepted,FALSE,FALSE,FALSE,2021-08-03
Polypogon fugax,Polypogon,,fugax,NA,NA,,,kew-438057,TRUE,1.1,Accepted,Poaceae,Polypogon,,fugax,,,Nees ex Steud.,kew-438057,Accepted,FALSE,FALSE,FALSE,2021-08-03
Primula elatior,Primula,,elatior,NA,NA,,,kew-2564876,TRUE,1.1,Accepted,Primulaceae,Primula,,elatior,,,(L.) Hill,kew-2564876,Accepted,FALSE,FALSE,FALSE,2021-08-03
Pterocarpus macrocarpus,Pterocarpus,,macrocarpus,NA,NA,,,ild-41501,TRUE,1.1,Accepted,Leguminosae,Pterocarpus,,macrocarpus,,,Kurz,ild-41501,Accepted,FALSE,FALSE,FALSE,2021-08-03
Pueraria montana var. thomsonii,Pueraria,,montana,NA,var.,thomsonii,,tro-100351469,TRUE,1.1,Accepted,Leguminosae,Pueraria,,montana,var.,thomsonii,(Benth.) Wiersema ex D.B. Ward,tro-100351469,Accepted,FALSE,FALSE,FALSE,2021-08-03
Rorippa austriaca,Rorippa,,austriaca,NA,NA,,,kew-2417262,TRUE,1.1,Accepted,Brassicaceae,Rorippa,,austriaca,,,(Crantz) Spach,kew-2417262,Accepted,FALSE,FALSE,FALSE,2021-08-03
Salix cinerea,Salix,,cinerea,NA,NA,,,kew-5001635,TRUE,1.1,Accepted,Salicaceae,Salix,,cinerea,,,L.,kew-5001635,Accepted,FALSE,FALSE,FALSE,2021-08-03
Salsola paulsenii,Salsola,,paulsenii,NA,NA,,,kew-2869662,TRUE,1.1,Accepted,Amaranthaceae,Salsola,,paulsenii,,,Litv.,kew-2869662,Accepted,FALSE,FALSE,FALSE,2021-08-03
Salvia verticillata,Salvia,,verticillata,NA,NA,,,kew-184133,TRUE,1.1,Accepted,Lamiaceae,Salvia,,verticillata,,,L.,kew-184133,Accepted,FALSE,FALSE,FALSE,2021-08-03
Salvinia auriculata,Salvinia,,auriculata,NA,NA,,,tro-26602844,TRUE,1.1,Accepted,Salviniaceae,Salvinia,,auriculata,,,Aubl.,tro-26602844,Accepted,FALSE,FALSE,FALSE,2021-08-03
Schoenoplectus mucronatus,Schoenoplectus,,mucronatus,NA,NA,,,kew-263033,TRUE,1.1,Synonym,Cyperaceae,Schoenoplectiella,,mucronata,,,(L.) J.Jung & H.K.Choi,kew-461716,Accepted,FALSE,FALSE,FALSE,2021-08-03
Scirpus grossus,Scirpus,,grossus,NA,NA,,,kew-264199,TRUE,1.1,Synonym,Cyperaceae,Actinoscirpus,,grossus,,,(L.f.) Goetgh. & D.A.Simpson,kew-217752,Accepted,FALSE,FALSE,FALSE,2021-08-03
Scrophularia scopolii,Scrophularia,,scopolii,NA,NA,,,kew-2587402,TRUE,1.1,Accepted,Scrophulariaceae,Scrophularia,,scopolii,,,Hoppe ex Pers.,kew-2587402,Accepted,FALSE,FALSE,FALSE,2021-08-03
Secale sylvestre,Secale,,sylvestre,NA,NA,,,kew-441803,TRUE,1.1,Accepted,Poaceae,Secale,,sylvestre,,,Host,kew-441803,Accepted,FALSE,FALSE,FALSE,2021-08-03
Senna tora,Senna,,tora,NA,NA,,,ild-1143,TRUE,1.1,Accepted,Leguminosae,Senna,,tora,,,(L.) Roxb.,ild-1143,Accepted,FALSE,FALSE,FALSE,2021-08-03
Sphaerophysa salsula,Sphaerophysa,,salsula,NA,NA,,,ild-31826,TRUE,1.1,Accepted,Leguminosae,Sphaerophysa,,salsula,,,(Pall.) DC.,ild-31826,Accepted,FALSE,FALSE,FALSE,2021-08-03
Stachys byzantina,Stachys,,byzantina,NA,NA,,,kew-194896,TRUE,1.1,Accepted,Lamiaceae,Stachys,,byzantina,,,K.Koch,kew-194896,Accepted,FALSE,FALSE,FALSE,2021-08-03
Stachys cretica,Stachys,,cretica,NA,NA,,,kew-194963,TRUE,1.1,Accepted,Lamiaceae,Stachys,,cretica,,,L.,kew-194963,Accepted,FALSE,FALSE,FALSE,2021-08-03
Stachys macrantha,Stachys,,macrantha,NA,NA,,,kew-195289,TRUE,1.1,Accepted,Lamiaceae,Stachys,,macrantha,,,(K.Koch) Stearn,kew-195289,Accepted,FALSE,FALSE,FALSE,2021-08-03
Tanacetum balsamita,Tanacetum,,balsamita,NA,NA,,,gcc-112746,TRUE,1.1,Accepted,Compositae,Tanacetum,,balsamita,,,L.,gcc-112746,Accepted,FALSE,FALSE,FALSE,2021-08-03
Tanacetum vulgare,Tanacetum,,vulgare,NA,NA,,,gcc-76001,TRUE,1.1,Accepted,Compositae,Tanacetum,,vulgare,,,L.,gcc-76001,Accepted,FALSE,FALSE,FALSE,2021-08-03
Trifolium diffusum,Trifolium,,diffusum,NA,NA,,,ild-9024,TRUE,1.1,Accepted,Leguminosae,Trifolium,,diffusum,,,Ehrh.,ild-9024,Accepted,FALSE,FALSE,FALSE,2021-08-03
Trifolium medium,Trifolium,,medium,NA,NA,,,ild-9039,TRUE,1.1,Accepted,Leguminosae,Trifolium,,medium,,,L.,ild-9039,Accepted,FALSE,FALSE,FALSE,2021-08-03
Urena sinuata,Urena,,sinuata,NA,NA,,,kew-2449540,TRUE,1.1,Accepted,Malvaceae,Urena,,sinuata,,,L.,kew-2449540,Accepted,FALSE,FALSE,FALSE,2021-08-03
Veronica biloba,Veronica,,biloba,NA,NA,,,kew-2453695,TRUE,1.1,Accepted,Plantaginaceae,Veronica,,biloba,,,schreb. ex L.,kew-2453695,Accepted,FALSE,FALSE,FALSE,2021-08-03
Veronica chamaedrys,Veronica,,chamaedrys,NA,NA,,,kew-2453651,TRUE,1.1,Accepted,Plantaginaceae,Veronica,,chamaedrys,,,L.,kew-2453651,Accepted,FALSE,FALSE,FALSE,2021-08-03
Vicia sepium,Vicia,,sepium,NA,NA,,,ild-7863,TRUE,1.1,Accepted,Leguminosae,Vicia,,sepium,,,L.,ild-7863,Accepted,FALSE,FALSE,FALSE,2021-08-03
Xyris complanata,Xyris,,complanata,NA,NA,,,kew-272599,TRUE,1.1,Accepted,Xyridaceae,Xyris,,complanata,,,R.Br.,kew-272599,Accepted,FALSE,FALSE,FALSE,2021-08-03
Zingiber capitatum,Zingiber,,capitatum,NA,NA,,,kew-273232,TRUE,1.1,Accepted,Zingiberaceae,Zingiber,,capitatum,,,Roxb.,kew-273232,Accepted,FALSE,FALSE,FALSE,2021-08-03
Zingiber montanum,Zingiber,,montanum,NA,NA,,,kew-273343,TRUE,1.1,Accepted,Zingiberaceae,Zingiber,,montanum,,,(J.Koenig) Link ex A.Dietr.,kew-273343,Accepted,FALSE,FALSE,FALSE,2021-08-03
Akebia quinata,Akebia,,quinata,NA,NA,,,kew-2627104,TRUE,1.1,Accepted,Lardizabalaceae,Akebia,,quinata,,,(Houtt.) Decne.,kew-2627104,Accepted,FALSE,FALSE,FALSE,2021-08-03
Artemisia frigida,Artemisia,,frigida,NA,NA,,,gcc-75493,TRUE,1.1,Accepted,Compositae,Artemisia,,frigida,,,Willd.,gcc-75493,Accepted,FALSE,FALSE,FALSE,2021-08-03
Calopogonium caeruleum,Calopogonium,,caeruleum,NA,NA,,,ild-24537,TRUE,1.1,Accepted,Leguminosae,Calopogonium,,caeruleum,,,(Benth.) Sauvalle,ild-24537,Accepted,FALSE,FALSE,FALSE,2021-08-03
