acc_name,synonyms,acc_name_source,climate,Atlas,fl_nox,fed_nox,naturalized,weedy,occurrences,occurrences_new
Sanguisorba officinalis,"Poterium officinale, Sanguisorba microcephala, Sanguisorba officinalis, Sanguisorba officinalis ssp. microcephala, Sanguisorba officinalis var. polygama",ITIS,1,0,0,0,1,1,100458,110553
Sanguisorba x tenuifolia,Sanguisorba x tenuifolia,TNRS,1,0,0,0,0,0,168,355
Santolina rosmarinifolia,"Santolina rosmarinifolia, Santolina virens",ITIS,1,0,0,0,1,1,2773,315
Sanvitalia procumbens,"Sanvitalia angustifolia, Sanvitalia procumbens",ITIS,1,0,0,0,1,1,1849,2635
Sarconema scinaioides,Sarconema scinaioides,CABI,1,0,0,0,0,0,10,12
Sargassum muticum,Sargassum muticum,ITIS,1,0,0,0,0,1,6339,13720
Sargassum natans,Sargassum natans,ITIS,1,0,0,0,0,0,1501,8130
Sarracenia flava x purpurea,Sarracenia flava x purpurea,CABI,0,0,0,0,0,0,0,0
Satureja montana,Satureja montana,ITIS,1,0,0,0,1,1,13080,16921
Saururus chinensis,Saururus chinensis,TNRS,0,0,0,0,0,1,492,550
Saxifraga granulata,Saxifraga granulata,TNRS,0,0,0,0,1,1,87156,84195
Saxifraga hirsuta,Saxifraga hirsuta,ITIS,0,0,0,0,1,1,3586,1775
Scandix australis,Scandix australis,TNRS,1,0,0,0,0,1,2336,1212
Scandix stellata,Scandix stellata,TNRS,1,0,0,0,0,1,464,663
Schedonorus pratensis,"Bromus pratensis, Bucetum pratense, Festuca apennina, Festuca elatior ssp. pratensis, Festuca elatior var. pratensis, Festuca fluitans var. pratensis, Festuca poaeoides, Festuca poaeoides var. americana, Festuca pratensis, Lolium festuca, Lolium pratense, Schedonorus americanus, Schedonorus pratensis, Tragus pratensis",ITIS,1,0,0,0,1,1,51241,181891
Schismus barbatus,"Electra brevifolia, Electra calycina, Electra nitida, Electra ovalis, Festuca barbata, Festuca calycina, Festuca minuta, Hemisacris gonatodes, Koeleria calycina, Schismus arabicus var. minutus, Schismus barbatus, Schismus barbatus f. coloratus, Schismus barbatus ssp. calycinus, Schismus barbatus ssp. perennis, Schismus barbatus var. genuinus, Schismus barbatus var. minutus, Schismus brevifolius, Schismus calycinus, Schismus calycinus f. nana, Schismus calycinus subvar. minutus, Schismus calycinus var. calycinus, Schismus calycinus var. genuinus, Schismus calycinus var. marginatus, Schismus calycinus var. minutus, Schismus calycinus var. neglectus, Schismus calycinus var. tenuis, Schismus fasciculatus, Schismus fasciculatus var. flaccidus, Schismus fasciculatus var. perennans, Schismus fasciculatus var. tenuis, Schismus hirsutus, Schismus marginatus, Schismus minutus, Schismus ovalis, Schismus perennis, Schismus scaberrimus var. nanus, Schismus tenuis",ITIS,1,0,0,0,1,1,7961,8413
Schkuhria pinnata,"Schkuhria anthemoidea, Schkuhria anthemoidea var. anthemoidea, Schkuhria anthemoidea var. wrightii, Schkuhria pinnata, Schkuhria pinnata var. guatemalensis, Schkuhria pinnata var. pinnata, Schkuhria pinnata var. wislizeni, Schkuhria wislizeni, Schkuhria wislizeni var. frustrata, Schkuhria wislizeni var. wislizeni, Schkuhria wislizeni var. wrightii, Schkuhria wislizenii",ITIS,1,0,0,0,1,1,3167,1623
Schoenefeldia gracilis,Schoenefeldia gracilis,TNRS,0,0,0,0,0,1,5683,5277
Schoenoplectiella supina,Schoenoplectiella supina,TNRS,1,0,0,0,1,0,1329,34
Schoenoplectus juncoides,"Schoenoplectus juncoides, Scirpus juncoides, Scirpus rockii",ITIS,1,0,0,0,0,1,986,1048
Schoenoplectus litoralis subsp. thermalis,Schoenoplectus litoralis subsp. thermalis,TNRS,1,0,0,0,0,0,5,6
Schoenoplectus mucronatus,"Schoenoplectus mucronatus, Scirpus mucronatus",ITIS,1,0,0,0,0,1,0,288
Schoenoplectus pungens,"Eleocharis leptophylla, Eleocharis pungens, Eleogiton rothii, Heleogiton pungens, Schoenoplectus pungens, Scirpus americanus var. longibracteatus, Scirpus americanus var. pungens, Scirpus americanus var. triangularis, Scirpus lomanus, Scirpus longifolius, Scirpus pungens, Scirpus pungens var. monostachys, Scirpus rothii, Scirpus rothii var. monostachys, Scirpus solispicatus, Scirpus subappendiculatus, Scirpus tenuifolius, Scirpus triangularis, Scirpus triqueter var. triangularis",Atlas,0,1,0,0,0,1,4306,22702
Schoenus ferrugineus,Schoenus ferrugineus,ITIS,1,0,0,0,0,0,11466,16224
Schoenus pauciflorus,Schoenus pauciflorus,TNRS,0,0,0,0,0,0,2200,2180
Scilla bithynica,Scilla bithynica,TNRS,0,0,0,0,1,0,20,48
Scilla lilio-hyacinthus,Scilla lilio-hyacinthus,TNRS,0,0,0,0,1,1,5577,460
Scilla peruviana,Scilla peruviana,TNRS,1,0,0,0,1,1,517,1620
Scirpus,Scirpus,ITIS,1,0,0,0,0,0,190931,5416
Scirpus atrovirens,Scirpus atrovirens,ITIS,0,0,0,0,1,1,1510,1851
Scleranthus perennis,Scleranthus perennis,ITIS,0,0,0,0,1,1,26482,18742
Sclerolaena tricuspis,"Bassia tricuspis, Sclerolaena tricuspis",TNRS,0,0,0,0,0,1,2921,3109
Scolymus maculatus,Scolymus maculatus,ITIS,1,0,0,0,1,1,2088,1548
Scopolia carniolica,Scopolia carniolica,ITIS,0,0,0,0,1,1,596,668
Scorpiurus muricatus,"Scorpiurus muricatus, Scorpiurus subvillosus, Scorpiurus sulcatus",ITIS,1,0,0,0,1,1,8792,4955
Scrophularia auriculata,Scrophularia auriculata,ITIS,1,0,0,0,1,1,72582,76925
Scrophularia canina,Scrophularia canina,ITIS,1,0,0,0,1,1,12426,9067
Scrophularia chrysantha,Scrophularia chrysantha,CABI,0,0,0,0,1,1,104,110
Scrophularia scopolii,Scrophularia scopolii,TNRS,1,0,0,0,1,1,188,200
Scrophularia scorodonia,Scrophularia scorodonia,TNRS,1,0,0,0,1,1,3562,6668
Scutellaria racemosa,"Scutellaria hastata, Scutellaria minor, Scutellaria racemosa, Scutellaria rojasii, Scutellaria rumicifolia",ITIS,0,0,0,0,1,1,26267,24743
Secale cereale,"Frumentum secale var. cereale, Secale arundinaceum, Secale cereale, Secale cereale forma apertopaleata, Secale cereale forma brevispicatum, Secale cereale forma clausopaleatum, Secale cereale forma eligulatum, Secale cereale forma montaniforme, Secale cereale subsp. tetraploidum, Secale cereale subsp. tsitsinii, Secale cereale var. aestivum, Secale cereale var. albicans, Secale cereale var. albivelutinum, Secale cereale var. alborubrum, Secale cereale var. armeniacum, Secale cereale var. aureum, Secale cereale var. auriculatum, Secale cereale var. biceps, Secale cereale var. brachystachyon, Secale cereale var. cinnamomeum, Secale cereale var. clausopaleatum, Secale cereale var. coloratum, Secale cereale var. compactum, Secale cereale var. compositum, Secale cereale var. depauperatum, Secale cereale var. distachyon, Secale cereale var. eligulatum, Secale cereale var. epruinosum, Secale cereale var. ferrugineum, Secale cereale var. fuscum, Secale cereale var. georgicum, Secale cereale var. laeve, Secale cereale var. laxum, Secale cereale var. longiaristatum, Secale cereale var. luteum, Secale cereale var. macrostachyon, Secale cereale var. mediusculum, Secale cereale var. melanospermum, Secale cereale var. monstrosum, Secale cereale var. multicaule, Secale cereale var. muticum, Secale cereale var. nigrescens, Secale cereale var. patens, Secale cereale var. pectinatum, Secale cereale var. persicum, Secale cereale var. piliferum, Secale cereale var. pilosum, Secale cereale var. polystachyon, Secale cereale var. pseudo-luteum, Secale cereale var. pseudo-vulgare, Secale cereale var. pubescens, Secale cereale var. pullum, Secale cereale var. rubidum, Secale cereale var. rubiginosum, Secale cereale var. rubrolaxum, Secale cereale var. rubrum, Secale cereale var. rufum, Secale cereale var. scabriusculum, Secale cereale var. setoso-brunneum, Secale cereale var. setoso-clausopaleatum, Secale cereale var. setoso-fuscum, Secale cereale var. setoso-nigrum, Secale cereale var. setoso-rufum, Secale cereale var. setoso-vulpinum, Secale cereale var. setosum, Secale cereale var. subalbicans, Secale cereale var. subcompactum, Secale cereale var. subferrugineum, Secale cereale var. subluteum, Secale cereale var. submelanospermum, Secale cereale var. subrubrum, Secale cereale var. subvelutinum, Secale cereale var. subvulgare, Secale cereale var. subvulpinum, Secale cereale var. triflorum, Secale cereale var. tuberculato-brunneum, Secale cereale var. tuberculato-cinereum, Secale cereale var. tuberculato-fuscum, Secale cereale var. tuberculato-nigrum, Secale cereale var. tuberculato-rufum, Secale cereale var. tuberculato-vulpinum, Secale cereale var. tuberculatum, Secale cereale var. typicum, Secale cereale var. unauriculatum, Secale cereale var. vavilovii, Secale cereale var. velutino-rufum, Secale cereale var. velutinocompactum, Secale cereale var. velutinum, Secale cereale var. vernum, Secale cereale var. virescens, Secale cereale var. viride, Secale cereale var. viviparum, Secale cereale var. vulgare, Secale cereale var. vulpinum, Secale cereale var. zhukovskyi, Secale hirsutum, Secale triflorum, Secale turkestanicum, Triticum cereale, Triticum cereale forma brevispicatum, Triticum cereale forma duplofuscum, Triticum cereale forma multicaule, Triticum cereale forma vulgare, Triticum cereale subsp. eucereale, Triticum cereale subvar. fuscum, Triticum cereale var. aestivum, Triticum cereale var. hibernum, Triticum cereale var. monstrosum, Triticum cereale var. montaniforme, Triticum cereale var. typicum, Triticum ramosum, Triticum secale",Atlas,1,1,0,0,1,1,15520,916454
Secale strictum,"Secale montanum, Secale strictum",ITIS,1,0,0,0,1,1,261,136
Secale sylvestre,Secale sylvestre,TNRS,1,0,0,0,1,1,257,264
Securigera securidaca,"Bonaveria securidaca, Coronilla securidaca, Securigera securidaca",ITIS,1,0,0,0,1,1,598,823
Sedum anglicum,Sedum anglicum,TNRS,1,0,0,0,0,1,19858,26280
Sedum dendroideum,Sedum dendroideum,ITIS,1,0,0,0,1,1,291,239
Sedum gracile,Sedum gracile,TNRS,0,0,0,0,1,0,70,80
Sedum lydium,Sedum lydium,TNRS,0,0,0,0,1,1,410,412
Sedum montanum,Sedum montanum,TNRS,0,0,0,0,1,0,0,6504
Sedum multiceps,Sedum multiceps,TNRS,1,0,0,0,1,0,14,39
Sedum rubrotinctum,Sedum rubrotinctum,ITIS,1,0,0,0,1,1,15,18
Sedum rupestre,"Petrosedum reflexum, Sedum reflexum, Sedum rupestre",ITIS,1,0,0,0,1,1,76,3934
Semele androgyna,Semele androgyna,TNRS,1,0,0,0,0,0,215,175
Sempervivum arachnoideum,Sempervivum arachnoideum,TNRS,1,0,0,0,1,1,14412,22028
Sempervivum funckii,Sempervivum funckii,CABI,0,0,0,0,1,0,0,51
Senecio deltoideus,Senecio deltoideus,TNRS,1,0,0,0,1,1,308,372
Senecio dubitabilis,Senecio dubitabilis,TNRS,0,0,0,0,1,0,290,340
Senecio elegans,Senecio elegans,ITIS,1,0,0,0,1,1,1810,1863
Senecio gallicus,Senecio gallicus,TNRS,0,0,0,0,0,1,959,1732
Senecio glastifolius,Senecio glastifolius,TNRS,1,0,0,0,1,1,364,398
Senecio glomeratus,"Erechtites arguta, Erechtites glomerata, Senecio argutus, Senecio glomeratus",ITIS,1,0,0,0,1,1,1403,4515
Senecio grandiflorus,Senecio grandiflorus,TNRS,1,0,0,0,1,1,36,30
Senecio inaequidens,Senecio inaequidens,TNRS,1,0,0,1,1,1,89814,97462
Senecio madagascariensis,Senecio madagascariensis,ITIS,1,0,0,0,1,1,10267,11659
Senecio parviflorus,Senecio parviflorus,CABI,1,0,0,0,1,0,0,0
Senecio platensis,Senecio platensis,TNRS,1,0,0,0,0,0,19,35
Senecio pterophorus,Senecio pterophorus,TNRS,1,0,0,0,1,1,4027,4206
Senecio sarracenicus,Senecio sarracenicus,TNRS,0,0,0,0,1,1,4406,4047
Senecio serpens,Senecio serpens,TNRS,0,0,0,0,1,1,18,10
Senecio squalidus,Senecio squalidus,ITIS,1,0,0,0,1,1,8647,13274
Senecio squalidus subsp. rupestris,Senecio squalidus subsp. rupestris,TNRS,1,0,0,0,1,0,452,246
Senecio sylvaticus,"Senecio sylvatica, Senecio sylvaticus",ITIS,1,0,0,0,1,1,80270,158766
Senecio tamoides,Senecio tamoides,TNRS,0,0,0,0,1,1,340,286
Senna bicapsularis,"Adipera bicapsularis, Cassia bicapsularis, Cassia emarginata, Isandrina emarginata, Senna bicapsularis",ITIS,1,0,0,0,1,1,633,721
Senna didymobotrya,"Cassia didymobotrya, Chamaesenna didymobotrya, Senna didymobotrya",ITIS,1,0,0,0,1,1,2196,1737
Senna hirsuta,Senna hirsuta,ITIS,1,0,0,0,1,1,2170,1160
Senna tora,"Cassia tora, Senna tora",ITIS,1,0,0,0,1,1,1694,1362
Sesbania cannabina,Sesbania cannabina,ITIS,1,0,0,0,1,1,2390,1170
Sesbania herbacea,"Aeschynomene emerus, Coronilla occidentalis, Darwinia exaltata, Emerus herbaceus, Emerus sesban var. occidentalis, Sesban emerus, Sesban exaltatus, Sesbania cassioides, Sesbania emerus, Sesbania exaltata, Sesbania herbacea, Sesbania macrocarpa, Sesbania macrocarpa var. picta, Sesbania occidentalis, Sesbania sonorae",Atlas,1,1,0,0,1,1,1820,2017
Sesbania sesban,"Sesbania aegyptiaca, Sesbania sesban",ITIS,1,0,0,0,1,1,2031,1417
Seseli libanotis,Seseli libanotis,ITIS,1,0,0,0,1,1,18298,10430
Seseli pallasii,Seseli pallasii,TNRS,0,0,0,0,0,0,38,53
Sesleria caerulea,Sesleria caerulea,ITIS,0,0,0,0,0,1,75619,69312
Sesuvium portulacastrum,"Halimus portulacastrum, Portulaca portulacastrum, Pyxipoma polyandra, Sesuvium ayresii, Sesuvium brevifolium, Sesuvium distylum, Sesuvium longifolium, Sesuvium microphyllum, Sesuvium ortegae, Sesuvium parviflorum, Sesuvium pedunculatum, Sesuvium polyandrum, Sesuvium portulacastrum, Sesuvium portulacastrum forma albiflorum, Sesuvium portulacastrum var. griseum, Sesuvium portulacastrum var. pedunculatum, Sesuvium portulacastrum var. subsessile, Sesuvium repens, Sesuvium revolutifolium, Sesuvium revolutum, Sesuvium sessile, Sesuvium spathulatum, Trianthema grisea, Trianthema polyandra, Trianthema portulacastrum var. hillebrandii",Atlas,0,1,0,0,1,1,4071,4483
Shinnersia rivularis,"Shinnersia rivularis, Trichocoronis rivularis",ITIS,0,0,0,0,1,1,45,53
Sibthorpia europaea,Sibthorpia europaea,TNRS,0,0,0,0,0,1,4372,5102
Sida linifolia,Sida linifolia,ITIS,1,0,0,0,1,1,1831,1930
Sida repens,"Sida cordata, Sida humilis, Sida javensis ssp. expilosa, Sida repens",ITIS,1,0,0,0,1,1,89,203
Sidalcea malviflora,"Sidalcea malvaeflora ssp. patula, Sidalcea malviflora",ITIS,1,0,0,0,1,1,1681,1762
Sideritis montana,Sideritis montana,ITIS,1,0,0,0,1,1,1445,1319
Sigesbeckia serrata,Sigesbeckia serrata,TNRS,1,0,0,0,1,1,189,119
Silaum silaus,Silaum silaus,TNRS,0,0,0,0,0,1,45287,45361
Silene antirrhina,"Saponaria dioica, Silene antirrhina, Silene antirrhina forma apetala, Silene antirrhina forma bicolor, Silene antirrhina forma deaneana, Silene antirrhina var. confinis, Silene antirrhina var. depauperata, Silene antirrhina var. divaricata, Silene antirrhina var. laevigata, Silene antirrhina var. linaria, Silene antirrhina var. subglaber, Silene antirrhina var. subglabra, Silene antirrhina var. vaccarifolia, Silene antirrhina var. vaccariifolia",Atlas,1,1,0,0,1,1,2064,5453
Silene behen,Silene behen,TNRS,0,0,0,0,0,1,714,730
Silene bellidifolia,Silene bellidifolia,TNRS,1,0,0,0,1,1,236,160
Silene catesbaei,"Cucubalus polypetalus, Melandrium baldwinii, Melandrium baldwynii, Silene baldwinii, Silene baldwynii, Silene catesbaei, Silene fimbriata, Silene polypetala",Atlas,0,1,0,0,0,0,13,13
Silene conoidea,"Conosilene conica ssp. conoidea, Pleconax conoidea, Silene conoidea",ITIS,1,0,0,0,1,1,1590,912
Silene crassipes,Silene crassipes,CABI,1,0,0,0,0,1,100,62
Silene disticha,Silene disticha,TNRS,1,0,0,0,1,1,124,79
Silene flavescens,Silene flavescens,TNRS,0,0,0,0,1,0,31,13
Silene fuscata,Silene fuscata,TNRS,1,0,0,0,0,1,246,278
Silene latifolia,"Lychnis alba, Lychnis arvensis, Lychnis dioica var. arvensis, Lychnis divaricata, Lychnis macrocarpa, Lychnis pratensis, Lychnis vespertina, Lychnis Xloveae, Melandrium album, Melandrium boissieri, Melandrium dioicum subsp. album, Melandrium dioicum subsp. divaricatum, Melandrium latifolium, Melandrium macrocarpum, Melandrium pratense, Melandrium vespertinum, Silene alba, Silene alba var. divaricata, Silene latifolia, Silene latifolia subsp. alba, Silene macrocarpa, Silene pratensis, Silene pratensis var. divaricata",Atlas,1,1,0,0,1,1,317248,563735
Silene muscipula,Silene muscipula,TNRS,1,0,0,0,0,1,1633,781
Silene psammitis,Silene psammitis,TNRS,0,0,0,0,0,0,753,958
Silene pusilla,Silene pusilla,TNRS,0,0,0,0,0,1,2590,2795
Silene sibirica,"Cucubalus sibiricus, Melandrium sibiricum, Silene sibirica",ITIS,1,0,0,0,1,1,64,90
Silene tatarica,Silene tatarica,TNRS,0,0,0,0,1,1,1058,1112
Silene vulgaris,"Oberna commutata, Silene cucubalus, Silene inflata, Silene latifolia, Silene vulgaris",ITIS,1,0,0,0,1,1,386278,641493
Silybum marianum,"Carduus marianus, Mariana mariana, Silybum marianum",ITIS,1,0,0,0,1,1,21933,31777
Sinapis arvensis,"Agrosinapis arvensis, Brassica arvensis, Brassica arvensis var. normalis, Brassica arvensis var. orientalis, Brassica arvensis var. schkuhriana, Brassica kaber, Brassica kaber var. orientalis, Brassica kaber var. pinnatifida, Brassica kaber var. schkuhriana, Brassica kaber var. stricta, Brassica nigra forma villosa, Brassica orientalis, Brassica sinapis, Brassica sinapis var. orientalis, Brassica sinapistrum, Brassica sinapistrum forma brachycarpa, Brassica sinapistrum forma dasycarpa, Brassica sinapistrum forma leiocarpa, Brassica sinapistrum var. orientalis, Brassica sinapistrum var. villosa, Caulis sinapiaster, Crucifera sinapistra, Eruca arvensis, Melanosinapis menghiniana, Napus agriasinapis, Raphanus arvensis, Raphanus orientalis, Rhamphospermum arvense, Rhamphospermum orientale, Sinapi arvense, Sinapis arvensis, Sinapis arvensis forma calcigena, Sinapis arvensis forma dolichopetala, Sinapis arvensis forma hirsuta, Sinapis arvensis forma integrifolia, Sinapis arvensis forma laevis, Sinapis arvensis forma longiflora, Sinapis arvensis forma louronensis, Sinapis arvensis forma orientalis, Sinapis arvensis forma subuliformis, Sinapis arvensis ssp. arvensis, Sinapis arvensis var. brachycarpa, Sinapis arvensis var. brevirostris, Sinapis arvensis var. dasycarpa, Sinapis arvensis var. desertorum, Sinapis arvensis var. divaricata, Sinapis arvensis var. glabra, Sinapis arvensis var. hispidula, Sinapis arvensis var. latirostris, Sinapis arvensis var. leiocarpa, Sinapis arvensis var. media, Sinapis arvensis var. nilotica, Sinapis arvensis var. orientalis, Sinapis arvensis var. pinnatifida, Sinapis arvensis var. psilocarpa, Sinapis arvensis var. raphanifolia, Sinapis arvensis var. retrohirsuta, Sinapis arvensis var. retrohispida, Sinapis arvensis var. schkuhriana, Sinapis arvensis var. stricta, Sinapis arvensis var. tenuirostris, Sinapis arvensis var. torulosa, Sinapis arvensis var. trivialis, Sinapis arvensis var. typica, Sinapis arvensis var. vera, Sinapis arvensis var. villosa, Sinapis arvensis var. vulgaris, Sinapis atrichocarpa, Sinapis brassicifolia, Sinapis kaber, Sinapis nigra var. villosa, Sinapis orientalis, Sinapis retrohispida, Sinapis schkuhriana, Sinapis villosa, Sinapistrum arvense, Sinapistrum arvense var. brevirostre, Sinapistrum arvense var. longirostre, Sinapistrum arvense var. vulgaris",Atlas,1,1,0,0,1,1,212493,3208045
Sisymbrium assoanum,Sisymbrium assoanum,TNRS,1,0,0,0,0,0,56,36
Sisymbrium confertum,Sisymbrium confertum,TNRS,1,0,0,0,0,0,0,0
Sisymbrium strictissimum,Sisymbrium strictissimum,TNRS,0,0,0,0,1,1,1385,1511
Sisyrinchium angustifolium,"Bermudiana angustifolia, Bermudiana apiculata, Bermudiana bermudiana forma atlantica, Bermudiana bermudiana forma graminoides, Bermudiana bermudiana var. angustifolia, Bermudiana graminea, Bermudiana graminifolia, Marica anceps, Sisyrinchium anceps, Sisyrinchium angustifolium, Sisyrinchium apiculatum, Sisyrinchium atlanticum, Sisyrinchium bermudiana, Sisyrinchium bermudiana forma anceps, Sisyrinchium bermudiana forma gramineum, Sisyrinchium bermudiana var. anceps, Sisyrinchium bermudiana var. gramineum, Sisyrinchium corymbosum, Sisyrinchium dichotomum, Sisyrinchium flagellum, Sisyrinchium flexile, Sisyrinchium gramineum, Sisyrinchium graminoides, Sisyrinchium longifolium, Sisyrinchium membranaceum, Sisyrinchium miamiense, Sisyrinchium mucronatum var. atlanticum, Sisyrinchium nanum, Sisyrinchium recurvatum, Sisyrinchium strictum, Sisyrinchium tenellum, Sisyrinchium tracyi, Sisyrinchium violaceum",Atlas,1,1,0,0,1,1,2230,4016
Sisyrinchium iridifolium,"Sisyrinchium iridifolium, Sisyrinchium laxum",ITIS,1,0,0,0,1,1,684,127
Sisyrinchium montanum,Sisyrinchium montanum,ITIS,1,0,0,0,1,1,2042,2300
Sisyrinchium striatum,Sisyrinchium striatum,TNRS,1,0,0,0,1,1,119,332
Smelowskia calycina,Smelowskia calycina,ITIS,0,0,0,0,0,0,305,401
Smilax canariensis,Smilax canariensis,TNRS,0,0,0,0,0,0,84,31
Smilax excelsa,Smilax excelsa,TNRS,1,0,0,0,0,1,74,118
Sobralia macrantha,Sobralia macrantha,ITIS,0,0,0,0,1,0,351,363
Solanum americanum,"Solanum adventitium, Solanum alatum, Solanum amarantoides, Solanum americanum, Solanum americanum subsp. nodiflorum, Solanum americanum var. baylisii, Solanum americanum var. nodiflorum, Solanum americanum var. patulum, Solanum calvum, Solanum caribaeum, Solanum curtipes, Solanum emulans, Solanum fistulosum, Solanum gollmeri, Solanum inconspicuum, Solanum indecorum, Solanum inops, Solanum luteum subsp. alatum, Solanum merrillianum, Solanum minutibaccatum, Solanum nigrum, Solanum nigrum subsp. alatum, Solanum nigrum var. americanum, Solanum nigrum var. nodiflorum, Solanum nigrum var. oleraceum, Solanum nigrum var. virginicum, Solanum nodiflorum, Solanum nodiflorum subsp. nutans, Solanum nodiflorum var. acuminatum, Solanum nodiflorum var. macrophyllum, Solanum nodiflorum var. petiolastrum, Solanum nodiflorum var. puberulum, Solanum oleraceum, Solanum parviflorum, Solanum photeinocarpum, Solanum ptychanthum, Solanum purpuratum, Solanum sciaphilum, Solanum subspatulatum, Solanum tenellum, Solanum triangulare, Solanum villosum subsp. alatum",Atlas,1,1,0,0,1,1,184186,153541
Solanum asperolanatum,"Solanum asperolanatum, Solanum hispidum",TNRS,0,0,0,0,1,1,2082,1480
Solanum campylacanthum,Solanum campylacanthum,ITIS,1,0,0,0,1,0,4551,2356
Solanum chenopodioides,"Solanum aloysiaefolium, Solanum approximatum, Solanum chenopodifolium, Solanum chenopodioides, Solanum crenatodentataum, Solanum crenatodentatum var. ramosissimum, Solanum deltaicum, Solanum douglasii, Solanum durangoense, Solanum gracile, Solanum gracile var. microphyllum, Solanum gracilius, Solanum isabellii, Solanum maioranthum, Solanum maracayuense, Solanum nigrum var. crenatodentatum, Solanum nigrum var. douglasii, Solanum nigrum var. pilcomayense, Solanum nigrum var. rigidum, Solanum oleraceum var. macrocarpum, Solanum oligospermum, Solanum ottonis, Solanum pilcomayense, Solanum prionopterum, Solanum pseudogracile, Solanum pterocaulon var. aguaraquiya, Solanum pulchrilobum, Solanum pygmaeum, Solanum sublobatum, Solanum syringoideum subsp. pilcomayense, Solanum vile",Atlas,1,1,0,0,1,1,3023,28750
Solanum decipiens,Solanum decipiens,TNRS,1,0,0,0,1,1,3908,287
Solanum fontanesianum,Solanum fontanesianum,CABI,1,0,0,0,0,1,0,1
Solanum humile,Solanum humile,ITIS,1,0,0,0,0,0,192,38
Solanum indicum,Solanum indicum,CABI,1,0,0,0,0,1,193,116
Solanum juvenale,Solanum juvenale,ITIS,1,0,0,0,1,0,124,103
Solanum mammosum,Solanum mammosum,ITIS,1,0,0,0,1,1,533,498
Solanum pseudocapsicum var. microcarpum,"Solanum microcarpum, Solanum pseudocapsicum var. microcarpum",TNRS,1,0,0,0,0,1,0,0
Solanum quitoense,Solanum quitoense,ITIS,1,0,0,0,1,1,512,458
Solanum rostratum,"Androcera rostrata, Solanum cornutum, Solanum rostratum",ITIS,1,0,0,0,1,1,3915,4817
Solanum seaforthianum,"Solanum seaforthianum, Solanum seaforthianum var. disjunctum, Solanum tenuifolium",TNRS,1,0,0,0,1,1,1950,1951
Solanum triflorum,Solanum triflorum,ITIS,1,0,0,0,1,1,4036,4321
