acc_name,synonyms,acc_name_source,climate,Atlas,fl_nox,fed_nox,naturalized,weedy,occurrences,occurrences_new
Odontites vulgaris,"Odontites serotina, Odontites serotinus, Odontites vernus ssp. serotinus, Odontites vulgaris",ITIS,0,0,0,0,1,1,60466,36956
Oenanthe silaifolia,Oenanthe silaifolia,TNRS,0,0,0,0,0,1,6624,7019
Oenothera acutifolia,Oenothera acutifolia,CABI,0,0,0,0,1,1,46,4
Oenothera adriatica,Oenothera adriatica,CABI,1,0,0,0,1,0,0,1
Oenothera biennis,"Brunyera biennis, Oenothera biennis, Oenothera biennis forma muricata, Oenothera biennis subsp. caeciarum, Oenothera biennis subsp. centralis, Oenothera biennis subsp. chicaginensis, Oenothera biennis subsp. grandiflora, Oenothera biennis subsp. rubricaulis, Oenothera biennis subsp. suaveolens, Oenothera biennis var. leptomeres, Oenothera biennis var. muricata, Oenothera biennis var. rubricaulis, Oenothera biennis var. vulgaris, Oenothera brevicapsula, Oenothera brevispicata, Oenothera cambrica, Oenothera cambrica var. impunctata, Oenothera carinthiaca, Oenothera chicaginensis, Oenothera chicaginensis var. bartlettii, Oenothera chicaginensis var. minutiflora, Oenothera communis, Oenothera communis forma suaveolens, Oenothera compacta, Oenothera editicaulis, Oenothera ersteinensis, Oenothera flaemingina, Oenothera furca, Oenothera gauroides var. brevicapsula, Oenothera grandiflora var. tracyi, Oenothera grandifolia, Oenothera hirtella, Oenothera inconspecta, Oenothera jueterbogensis, Oenothera jueterbogensis var. macrosperma, Oenothera macrosperma, Oenothera marinellae, Oenothera media, Oenothera mediomarchica, Oenothera muricata, Oenothera muricata var. rubricaulis, Oenothera nissensis, Oenothera nissensis var. fiedleri, Oenothera novae-scotiae, Oenothera novae-scotiae var. serratifolia, Oenothera numismatica, Oenothera obscurifolia, Oenothera octolineata, Oenothera paradoxa, Oenothera paralamarckiana, Oenothera pedemontana, Oenothera pellegrinii, Oenothera pratincola, Oenothera pratincola var. numismatica, Oenothera punctulata, Oenothera purpurata, Oenothera pycnocarpa, Oenothera pycnocarpa var. cleistogama, Oenothera pycnocarpa var. parviflora, Oenothera pyramidiflora, Oenothera reynoldsii, Oenothera rostanskii, Oenothera royfraseri, Oenothera rubiella, Oenothera rubricaulis, Oenothera rubricaulis var. dentifolia, Oenothera rubricaulis var. longistylis, Oenothera ruderalis, Oenothera sabulosa, Oenothera sackvillensis, Oenothera sackvillensis var. albiviridis, Oenothera sackvillensis var. royfraseri, Oenothera salicastrum, Oenothera sesitensis, Oenothera shulliana, Oenothera stenomeres, Oenothera suaveolens, Oenothera suaveolens var. latipetala, Oenothera tacikii, Oenothera tracyi, Oenothera victorinii, Oenothera victorinii forma rostanskii, Oenothera victorinii var. intermedia, Oenothera victorinii var. parviflora, Oenothera victorinii var. undulata, Onagra biennis, Onagra chrysantha var. grandiflora, Onagra chrysantha var. latifolia, Onagra europaea, Onagra linkiana, Onagra muricata, Onagra vulgaris, Pseudo-oenothera virginiana",Atlas,1,1,0,0,1,1,54997,60160
Oenothera fallacoides,Oenothera fallacoides,CABI,1,0,0,0,1,0,4,12
Oenothera fallax,Oenothera fallax,CABI,0,0,0,0,1,1,1575,1326
Oenothera flava,"Lavauxia flava, Lavauxia taraxacoides, Oenothera flava, Oenothera flava ssp. flava, Oenothera flava ssp. taraxacoides, Oenothera taraxacoides",ITIS,0,0,0,0,0,1,301,445
Oenothera hoelscheri,Oenothera hoelscheri,CABI,0,0,0,0,1,1,108,29
Oenothera humifusa,"Oenothera humifusa, Oenothera niveifolia, Oenothera sinuata var. humifusa, Raimannia humifusa, Raimannia mollissima",Atlas,1,1,0,0,1,1,97,197
Oenothera indivisa,Oenothera indivisa,CABI,0,0,0,0,0,0,0,0
Oenothera lindheimeri,"Gaura lindheimeri, Oenothera lindheimeri",ITIS,1,0,0,0,1,1,793,1014
Oenothera nuda,Oenothera nuda,CABI,1,0,0,0,1,0,26,19
Oenothera parviflora,"Oenothera cruciata, Oenothera cruciata var. sabulonensis, Oenothera cymatilis, Oenothera issleri, Oenothera pariflora, Oenothera parviflora, Oenothera rubricapitata","TNRS, ITIS",1,0,0,0,1,1,3485,2051
Oenothera rosea,Oenothera rosea,ITIS,1,0,0,0,1,1,5864,5941
Oenothera stucchii,Oenothera stucchii,CABI,1,0,0,0,1,0,26,50
Oenothera x albipercurva,Oenothera x albipercurva,CABI,0,0,0,0,0,0,43,0
Oenothera x drawertii,Oenothera x drawertii,CABI,0,0,0,0,0,0,81,19
Oldenlandia capensis,Oldenlandia capensis,TNRS,1,0,0,0,1,1,180,98
Olea europaea subsp. cuspidata,Olea europaea subsp. cuspidata,TNRS,1,0,0,0,1,0,3731,3479
Olea europaea subsp. europaea,Olea europaea subsp. europaea,TNRS,1,0,0,0,0,0,10090,3235
Olearia macrodonta,Olearia macrodonta,TNRS,1,0,0,0,1,1,353,432
Olimarabidopsis pumila,"Arabidopsis pumila, Olimarabidopsis pumila",TNRS,1,0,0,0,1,1,116,71
Omalotheca supina,"Gnaphalium supinum, Omalotheca supina",ITIS,0,0,0,0,1,1,16944,21136
Oncosiphon suffruticosum,"Matricaria suffruticosa, Oncosiphon suffruticosum",ITIS,1,0,0,0,1,1,647,652
Ononis diffusa,Ononis diffusa,TNRS,1,0,0,0,0,0,339,248
Ononis natrix,Ononis natrix,ITIS,1,0,0,0,1,1,25100,22318
Ononis subspicata,Ononis subspicata,TNRS,0,0,0,0,0,0,525,6
Onopordum acaulon,Onopordum acaulon,TNRS,1,0,0,1,1,1,45235,1673
Onopordum bracteatum,Onopordum bracteatum,TNRS,1,0,0,0,0,0,31,11
Onopordum illyricum,Onopordum illyricum,ITIS,1,0,0,1,1,1,1795,1780
Onopordum macracanthum,Onopordum macracanthum,TNRS,0,0,0,0,0,1,821,169
Onopordum nervosum,Onopordum nervosum,TNRS,1,0,0,0,1,1,841,350
Ophrys insectifera,Ophrys insectifera,ITIS,0,0,0,0,0,0,50122,51177
Oplismenus hirtellus subsp. undulatifolius,Oplismenus hirtellus subsp. undulatifolius,TNRS,1,0,0,0,0,0,11,11
Opuntia,"Opuntia, Opuntia armata, Opuntia bonplandii, Opuntia conjungens, Opuntia crassa, Opuntia crystalenia, Opuntia darrahiana, Opuntia deamii, Opuntia elizondoana, Opuntia feroacantha, Opuntia guatemalensis, Opuntia guilanchi, Opuntia hitchcockii, Opuntia howeyi, Opuntia inaequilateralis, Opuntia karwinskiana, Opuntia longispina, Opuntia orbiculata, Opuntia ritteri, Opuntia securigera, Opuntia spinulifera, Opuntia tapona, Opuntia x bernichiana, Opuntia X bernichiana, Platyopuntia, Salmiopuntia",ITIS,1,0,0,0,1,1,122040,14647
Opuntia aurantiaca,"Opuntia aurantiaca, Opuntia montevideensis",ITIS,1,0,1,1,1,1,1424,1496
Opuntia caespitosa,Opuntia caespitosa,CABI,1,0,0,0,1,0,0,0
Opuntia cochenillifera,"Cactus cochenillifer, Nopalea coccifera, Nopalea cochenillifera, Opuntia cochenillifera",Atlas,1,1,0,0,1,1,594,355
Opuntia elatior,"Opuntia eichlamii, Opuntia elatior",ITIS,1,0,0,0,1,1,183,131
Opuntia engelmannii,"Opuntia bensonii, Opuntia cantabrigiensis, Opuntia engelmannii, Opuntia neochrysacantha, Opuntia rastrera, Opuntia subarmata, Opuntia X subarmata",ITIS,1,0,0,0,1,1,5890,3105
Opuntia engelmannii var. lindheimeri,"Opuntia engelmannii var. aciculata, Opuntia engelmannii var. alta, Opuntia engelmannii var. cacanapa, Opuntia engelmannii var. dulcis, Opuntia engelmannii var. lindheimeri, Opuntia engelmannii var. texana, Opuntia lindheimeri, Opuntia lindheimeri var. lehmannii, Opuntia lindheimeri var. tricolor, Opuntia tardospina, Opuntia tricolor",ITIS,1,0,0,0,0,1,613,467
Opuntia humifusa,"Cactus humifusus, Cactus opuntia var. nana, Opuntia abjecta, Opuntia allairei, Opuntia ammophila, Opuntia austrina, Opuntia calcicola, Opuntia cespitosa, Opuntia compressa var. ammophila, Opuntia compressa var. austrina, Opuntia compressa var. fuscoatra, Opuntia compressa var. microsperma, Opuntia cumulicola, Opuntia eburnispina, Opuntia fuscoatra, Opuntia humifusa, Opuntia humifusa var. ammophila, Opuntia humifusa var. austrina, Opuntia humifusa var. microsperma, Opuntia humifusa var. parva, Opuntia impedata, Opuntia intermedia, Opuntia lata, Opuntia macateei, Opuntia mesacantha, Opuntia mesacantha subsp. lata, Opuntia mesacantha var. microsperma, Opuntia mesacantha var. parva, Opuntia nana, Opuntia nemoralis, Opuntia pisciformis, Opuntia pollardii, Opuntia polycarpa, Opuntia rafinesquei, Opuntia rafinesquei forma arkansana, Opuntia rafinesquei var. arkansana, Opuntia rafinesquei var. microsperma, Opuntia rafinesquei var. minor, Opuntia rafinesquei var. parva, Opuntia rubiflora, Opuntia rubrifolia, Opuntia turbinata, Opuntia turgida, Opuntia vulgaris forma nana, Opuntia vulgaris var. media, Opuntia vulgaris var. nana, Opuntia vulgaris var. rafinesquei, Opuntia xanthoglochia, Opuntia youngii",Atlas,1,1,0,0,1,1,3554,3207
Opuntia macrorhiza,"Opuntia compressa var. grandiflora, Opuntia compressa var. macrorhiza, Opuntia compressa var. stenochila, Opuntia grandiflora, Opuntia leptocarpa, Opuntia mackensenii, Opuntia macrorhiza, Opuntia macrorhiza var. macrorhiza, Opuntia plumbea, Opuntia sphaerocarpa",ITIS,1,0,0,0,1,0,906,1212
Opuntia microdasys,Opuntia microdasys,ITIS,1,0,0,0,1,1,626,2923
Opuntia tomentosa,"Opuntia jaliscana, Opuntia rileyi, Opuntia spraguei, Opuntia tomentella, Opuntia tomentosa",ITIS,1,0,0,0,1,1,1808,1470
Opuntia triacantha,"Cactus triacanthos, Cactus triacanthus, Opuntia abjecta, Opuntia triacantha",ITIS,1,0,0,0,0,0,17,21
Orchis palustris,"Orchis laxiflora, Orchis palustris",TNRS,0,0,0,0,0,1,0,2623
Origanum onites,"Majorana onites, Origanum onites",ITIS,1,0,0,0,0,1,148,205
Orlaya daucorlaya,Orlaya daucorlaya,TNRS,1,0,0,0,0,0,67,194
Orlaya grandiflora,Orlaya grandiflora,TNRS,1,0,0,0,1,1,6283,5473
Ornithogalum divergens,Ornithogalum divergens,TNRS,0,0,0,0,1,0,1226,1369
Ornithogalum narbonense,Ornithogalum narbonense,TNRS,1,0,0,0,1,1,3448,1472
Ornithogalum nutans,"Honorius nutans, Ornithogalum nutans",TNRS,0,0,0,0,1,1,5879,5037
Ornithogalum pyrenaicum,Ornithogalum pyrenaicum,ITIS,0,0,0,0,1,1,30653,8895
Ornithopus compressus,Ornithopus compressus,ITIS,1,0,0,0,1,1,14237,11788
Orobanche,Orobanche,ITIS,1,0,1,0,0,0,114698,5036
Orobanche amethystea,Orobanche amethystea,TNRS,0,0,1,0,1,1,7449,6093
Orobanche cernua,Orobanche cernua,ITIS,1,0,1,0,1,1,1026,572
Orobanche cernua var. cumana,"Orobanche cernua var. cumana, Orobanche cumana",TNRS,1,0,1,0,0,1,54,142
Orobanche crenata,Orobanche crenata,ITIS,1,0,1,0,1,1,1346,1019
Orobanche gracilis,Orobanche gracilis,TNRS,1,0,1,0,1,1,15546,14556
Orobanche hederae,Orobanche hederae,ITIS,0,0,1,0,1,1,11021,13202
Orobanche lavandulacea,Orobanche lavandulacea,TNRS,1,0,1,0,0,1,0,51
Orobanche lucorum,Orobanche lucorum,TNRS,0,0,1,0,1,1,216,195
Orobanche pubescens,Orobanche pubescens,TNRS,0,0,1,0,0,0,436,439
Orobanche ramosa,Orobanche ramosa,ITIS,1,0,1,0,1,1,0,2166
Orobanche sanguinea,Orobanche sanguinea,TNRS,0,0,1,0,1,0,313,293
Orontium aquaticum,"Aronia aquatica, Orontium angustifolium, Orontium aquaticum, Orontium aquaticum forma natans, Orontium aquaticum forma terrestre, Orontium vaginatum, Pothos ovatus",Atlas,0,1,0,0,1,1,515,746
Oryza barthii,"Oryza barthii, Oryza breviligulata, Oryza longistaminata",ITIS,1,0,1,1,0,1,5826,4221
Oryza glaberrima,Oryza glaberrima,ITIS,1,0,0,0,0,0,8689,3527
Oryza punctata,Oryza punctata,ITIS,1,0,1,1,0,1,458,206
Osteospermum jucundum,Osteospermum jucundum,TNRS,1,0,0,0,1,1,80,296
Otanthus maritimus,Otanthus maritimus,TNRS,1,0,0,0,1,1,2086,913
Ottelia ulvifolia,Ottelia ulvifolia,TNRS,0,0,0,0,0,0,284,285
Ottochloa nodosa,Ottochloa nodosa,TNRS,1,0,0,0,0,1,408,307
Oxalis corniculata,"Acetosella albicans, Acetosella corniculata, Acetosella corniculata var. villosa, Acetosella fontana, Acetosella herpestica, Acetosella simulans, Acetosella stricta, Acetosella verticillata, Acetosella wrightii, Ceratoxalis coloradensis, Ceratoxalis cymosa, Ceratoxalis stricta, Oxalis acetosella, Oxalis albicans, Oxalis albicans subsp. californica, Oxalis albicans subsp. pilosa, Oxalis albicans var. sericea, Oxalis amamiana, Oxalis ambigua, Oxalis boreaui, Oxalis bradei, Oxalis bushii, Oxalis californica, Oxalis californica var. subglabra, Oxalis ciliifera, Oxalis cognata, Oxalis coloradensis, Oxalis corniculata, Oxalis corniculata forma erecta, Oxalis corniculata forma maritima, Oxalis corniculata forma purpurea, Oxalis corniculata forma tropaeoloides, Oxalis corniculata forma uniflora, Oxalis corniculata forma variegata, Oxalis corniculata forma villosa, Oxalis corniculata subsp. albicans, Oxalis corniculata subsp. pilosa, Oxalis corniculata subsp. repens, Oxalis corniculata subvar. piletocarpa, Oxalis corniculata var. adscendens, Oxalis corniculata var. atropurpurea, Oxalis corniculata var. ciliifera, Oxalis corniculata var. corcovadensis, Oxalis corniculata var. crassifolia, Oxalis corniculata var. diffusa, Oxalis corniculata var. dillenii, Oxalis corniculata var. frigida, Oxalis corniculata var. genuina, Oxalis corniculata var. langloisii, Oxalis corniculata var. longepedunculata, Oxalis corniculata var. lupulina, Oxalis corniculata var. lyonii, Oxalis corniculata var. macrophylla, Oxalis corniculata var. microphylla, Oxalis corniculata var. minima, Oxalis corniculata var. minor, Oxalis corniculata var. pilosiuscula, Oxalis corniculata var. preissiana, Oxalis corniculata var. procumbens, Oxalis corniculata var. pubescens, Oxalis corniculata var. purpurea, Oxalis corniculata var. pusilla, Oxalis corniculata var. repens, Oxalis corniculata var. reptans, Oxalis corniculata var. ringoetii, Oxalis corniculata var. rubra, Oxalis corniculata var. rubrifolia, Oxalis corniculata var. sericea, Oxalis corniculata var. stricta, Oxalis corniculata var. subglabra, Oxalis corniculata var. taiwanensis, Oxalis corniculata var. trichocaulon, Oxalis corniculata var. tropaeoloides, Oxalis corniculata var. typica, Oxalis corniculata var. variegata, Oxalis corniculata var. villosa, Oxalis corniculata var. viscidula, Oxalis crassifolia, Oxalis cymosa, Oxalis diffusa, Oxalis dillenii, Oxalis dillenii subsp. filipes, Oxalis dillenii var. florida, Oxalis dillenii var. radicans, Oxalis dillenii var. recurva, Oxalis divergens, Oxalis europaea, Oxalis europaea forma cymosa, Oxalis europaea forma pallidiflora, Oxalis europaea forma pilosella, Oxalis europaea forma subglabrata, Oxalis europaea forma vestita, Oxalis europaea forma villicaulis, Oxalis europaea var. bushii, Oxalis europaea var. rufa, Oxalis exilis, Oxalis filipes, Oxalis florida, Oxalis florida forma strigosifolia, Oxalis florida subsp. prostrata, Oxalis florida var. filipes, Oxalis florida var. recurva, Oxalis fontana, Oxalis fontana forma cymosa, Oxalis fontana forma pallidiflora, Oxalis fontana forma pilosella, Oxalis fontana forma stricta, Oxalis fontana forma subglabrata, Oxalis fontana forma vestita, Oxalis fontana forma villicaulis, Oxalis fontana var. bushii, Oxalis furcata, Oxalis grenadensis, Oxalis herpestica, Oxalis interior, Oxalis jamaicensis, Oxalis javanica, Oxalis langloisii, Oxalis lejeunei, Oxalis lupulina, Oxalis lyonii, Oxalis meridensis, Oxalis microphylla, Oxalis navieri, Oxalis oneidica, Oxalis perennans, Oxalis pilosa, Oxalis pilosa var. subpilosa, Oxalis pilosa var. wrightii, Oxalis pilosiuscula, Oxalis preissiana, Oxalis procumbens, Oxalis propinqua, Oxalis prostrata, Oxalis pubescens, Oxalis pusilla, Oxalis recurva, Oxalis repens, Oxalis repens forma speciosa, Oxalis repens var. erecta, Oxalis ringoetii, Oxalis rubens, Oxalis rufa, Oxalis rupestris, Oxalis shinanoensis, Oxalis simulans, Oxalis stricta, Oxalis stricta forma condensata, Oxalis stricta forma cymosa, Oxalis stricta forma decumbens, Oxalis stricta forma villicaulis, Oxalis stricta forma viridiflora, Oxalis stricta var. bushii, Oxalis stricta var. decumbens, Oxalis stricta var. diffusa, Oxalis stricta var. europaea, Oxalis stricta var. fontana, Oxalis stricta var. lanulosa, Oxalis stricta var. lejeunei, Oxalis stricta var. micrantha, Oxalis stricta var. navieri, Oxalis stricta var. piletocarpa, Oxalis stricta var. pseudocorniculata, Oxalis stricta var. rufa, Oxalis stricta var. villicaulis, Oxalis stricta var. viridiflora, Oxalis taimoni, Oxalis taiwanensis, Oxalis tenuicaulis, Oxalis thunbergiana, Oxalis trinidadensis, Oxalis urvillei, Oxalis verticillata, Oxalis villosa, Oxalis wrightii, Oxalis wrightii var. pilosa, Oxalis wrightii var. subpilosa, Oxys corniculata, Oxys lutea, Oxys stricta, Xanthoxalis albicans, Xanthoxalis bushii, Xanthoxalis californica, Xanthoxalis coloradensis, Xanthoxalis corniculata, Xanthoxalis corniculata var. atropurpurea, Xanthoxalis cymosa, Xanthoxalis dillenii, Xanthoxalis dillenii var. piletocarpa, Xanthoxalis europaea, Xanthoxalis europaea forma cymosa, Xanthoxalis europaea forma subglabrata, Xanthoxalis europaea forma vestita, Xanthoxalis europaea forma villicaulis, Xanthoxalis europaea var. bushii, Xanthoxalis filipes, Xanthoxalis florida, Xanthoxalis fontana, Xanthoxalis interior, Xanthoxalis langloisii, Xanthoxalis lyonii, Xanthoxalis pilosa, Xanthoxalis recurva, Xanthoxalis repens, Xanthoxalis rufa, Xanthoxalis stricta, Xanthoxalis stricta forma viridiflora, Xanthoxalis stricta var. piletocarpa, Xanthoxalis trinidadensis, Xanthoxalis uittienii, Xanthoxalis wrightii",Atlas,1,1,0,0,1,1,452751,1861174
Oxalis debilis,"Acetosella debilis, Acetosella lasiandra, Acetosella martiana, Ionoxalis martiana, Oxalis bipunctata, Oxalis caripensis, Oxalis corymbosa, Oxalis debilis, Oxalis debilis subsp. corymbosa, Oxalis debilis var. corymbosa, Oxalis lasiandra, Oxalis martiana, Oxalis multibulbosa, Oxalis urbica",Atlas,1,1,0,0,1,1,9295,6147
Oxalis decaphylla,"Oxalis decaphylla, Oxalis grayi",ITIS,0,0,0,0,1,1,380,482
Oxalis incarnata,Oxalis incarnata,ITIS,1,0,0,0,1,1,1132,1515
Oxalis latifolia,"Ionoxalis martiana, Oxalis eggersii, Oxalis latifolia, Oxalis martiana",ITIS,1,0,0,0,1,1,3252,3480
Oxalis pes-caprae,"Bolboxalis cernua, Oxalis cernua, Oxalis pes-caprae",ITIS,1,0,0,0,1,1,26756,33984
Oxalis rosea,Oxalis rosea,ITIS,1,0,0,0,1,1,107,135
Oxalis triangularis,"Acetosella palustris, Acetosella papilionacea, Acetosella regnellii, Acetosella triangularis, Oxalis catharinensis, Oxalis palustris, Oxalis papilionacea, Oxalis regnellii, Oxalis regnellii var. catharinensis, Oxalis triangularis, Oxalis triangularis subsp. papilionacea, Oxalis vernalis",Atlas,0,1,0,0,1,1,545,485
Oxalis variabilis,Oxalis variabilis,TNRS,1,0,0,0,1,1,4,4
Oxybasis glauca,"Agathophytum glaucum, Atriplex glauca, Blitum glaucum, Botrys glauca, Chenopodium glaucum, Chenopodium glaucum subsp. euglaucum, Chenopodium glaucum subsp. salinum, Chenopodium glaucum var. salinum, Chenopodium salinum, Chenopodium wolffii, Orthospermum glaucum, Orthosporum glaucum, Oxybasis glauca",TNRS,0,1,0,0,1,1,20246,47037
Oxyspora paniculata,Oxyspora paniculata,ITIS,1,0,0,0,1,1,260,272
Ozothamnus,"Cassinia leptophylla, Ozothamnus",TNRS,0,0,0,0,0,1,38791,360
Paederia cruddasiana,Paederia cruddasiana,Atlas,1,1,1,0,1,1,18,19
Paeonia mascula,"Paeonia cambessedesii, Paeonia corallina, Paeonia mascula",ITIS,0,0,0,0,1,1,1182,751
Paepalanthus fluviatilis,Paepalanthus fluviatilis,CABI,0,0,0,0,0,0,0,6
Pandanus tectorius,"Pandanus chamissonis, Pandanus douglasii, Pandanus menziesii, Pandanus odoratissimus, Pandanus odoratissimus var. laevigatus, Pandanus odoratissimus var. oahuensis, Pandanus tectorius, Pandanus tectorius var. chamissonis, Pandanus tectorius var. douglasii, Pandanus tectorius var. laevigatus, Pandanus tectorius var. menziesii, Pandanus tectorius var. oahuensis, Pandanus tectorius var. sandvicensis, Pandanus tomilensis, Pandanus veitchii",ITIS,1,0,0,0,1,1,1060,627
Panicum dichotomiflorum,"Leptoloma dichotomiflora, Panicum ammophilum, Panicum amplectens, Panicum aquaticum var. chloroticum, Panicum brachiatum, Panicum chloroticum, Panicum chloroticum var. agreste, Panicum chloroticum var. luxurians, Panicum chloroticum var. pingue, Panicum chloroticum var. sylvestre, Panicum dichotomiflorum, Panicum dichotomiflorum ssp. puritanorum, Panicum dichotomiflorum var. dichotomiflorum, Panicum dichotomiflorum var. geniculatum, Panicum dichotomiflorum var. imperiorum, Panicum dichotomiflorum var. puritanorum, Panicum elliotii, Panicum francavillanum, Panicum geniculatum, Panicum miliaceum, Panicum multiflorum, Panicum proliferum, Panicum proliferum var. chloroticum, Panicum proliferum var. geniculatum, Panicum proliferum var. pilosum, Panicum proliferum var. richardii, Panicum proliferum var. strictum, Panicum proliferum var. xanthochlorum, Panicum retrofractum",ITIS,1,0,0,0,1,1,10807,22020
Panicum paludosum,"Panicum decompositum, Panicum decompositum var. paludosum, Panicum paludosum, Panicum repens var. paludosum",ITIS,1,0,0,0,1,1,7309,5225
Panicum philadelphicum,"Panicum capillare var. campestre, Panicum capillare var. gattingeri, Panicum capillare var. geniculatum, Panicum capillare var. minimum, Panicum capillare var. minus, Panicum capillare var. sylvaticum, Panicum gattingeri, Panicum lithophilum, Panicum minimum, Panicum minus, Panicum philadelphicum, Panicum philadelphicum ssp. gattingeri, Panicum philadelphicum ssp. lithophilum, Panicum philadelphicum var. philadelphicum, Panicum philadelphicum var. tuckermanii, Panicum philadephicum, Panicum porphyrium, Panicum soboliferum, Panicum torreyi, Panicum tuckermanii",ITIS,1,0,0,0,1,1,278,311
Papaver dubium,Papaver dubium,ITIS,1,0,0,0,1,1,84228,61108
Papaver hybridum,"Papaver apulum, Papaver apulum var. micranthum, Papaver hybridum",ITIS,1,0,0,0,1,1,8881,7126
