Preferred scientific name,International common name,Taxonomic group,ISC content,CPC content,Datasheet Type,Domain,Kingdom,Phylum,Class,Order,Family,Invasive Somewhere,Total number of presence records,Number of presence records in neighbouring countries/states,Number of presence records countries/states with matching climate,Total Hosts,Habitats,Plant parts in trade,Pathways,Datasheet URL(s)
Zygina schneideri,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Cicadellidae,,1,0,0,0,no data,no data,no data,https://www.cabi.org/cpc/datasheet/118657
Botrytis prunorum,,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,,1,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/57537846
Acantharctus posteli,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Arthropoda,Malacostraca,Decapoda,Palinuridae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/117011
Acremonium cucurbitacearum,melon root rot,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,4,0,3,2,no data,no data,no data,https://www.cabi.org/cpc/datasheet/2969
Adenocaulon adhaerescens,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Asterales,Asteraceae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112041
Aglyptinus agathidioides,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Leiodidae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112060
Agriotes sputator,"click beetle, common",Invertebrates,,Full datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Elateridae,,15,0,1,4,no data,no data,no data,https://www.cabi.org/cpc/datasheet/3757
Agromyza intermittens,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Agromyzidae,,3,0,0,2,no data,no data,no data,https://www.cabi.org/cpc/datasheet/3657
Aiolopus strepens,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Orthoptera,Acrididae,,3,0,1,2,no data,no data,no data,https://www.cabi.org/cpc/datasheet/3898
Aizoon canariense,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Caryophyllales,Aizoaceae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112072
Alkanna lycopsoides,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Boraginales,Boraginaceae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112114
Alternaria tomatophila,,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,,2,0,2,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/110136
Apatura ilia,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,,5,0,1,4,no data,no data,no data,https://www.cabi.org/cpc/datasheet/6592
Aphodius granarius,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Scarabaeidae,,3,0,2,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/6240
Aphodius scrofa,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Scarabaeidae,invasive,2,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112347
Apricot latent virus,,Viruses,,Basic datasheet,pest,Virus,,,,Tymovirales,Betaflexiviridae,,1,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/109304
Athamanta sicula,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Apiales,Apiaceae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112536
Atriplex portulacoides,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Caryophyllales,Chenopodiaceae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112588
Barbus brachycephalus,,Vertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112662
Bean yellow disorder virus,,Viruses,,Basic datasheet,pest,Virus,,,,,Closteroviridae,,1,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/110219
Bos bison,American bison,Vertebrates,Full datasheet,,"invasiveSpecies,threatenedSpecies,hostAnimal",Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Bovidae,invasive,31,0,12,0,,no data,no data,https://www.cabi.org/isc/datasheet/91401
Bruchus villosus,,Invertebrates,,Basic datasheet,"pest,naturalEnemy",Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Bruchidae,,8,0,4,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/9909
Bryobia lagodechiana,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Arachnida,,Tetranychidae,,4,0,1,2,no data,no data,no data,https://www.cabi.org/cpc/datasheet/10194
Bufo blombergi,,,Basic datasheet,,invasiveSpecies,,,,,,,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/116697
Bufo mauritanicus,,Vertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Chordata,Amphibia,Anura,Bufonidae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112836
Byssochlamys lagunculariae,,,,Basic datasheet,"pest,naturalEnemy",,,,,,,,1,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/10531
Caiman crocodylus,,Vertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Chordata,Reptilia,Crocodylia,Alligatoridae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112864
Calystegia inflata,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Solanales,Convolvulaceae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/112907
Carrot thin leaf virus,,Viruses,,Basic datasheet,"pest,naturalEnemy",Virus,,,,,Potyviridae,,3,0,2,3,no data,no data,no data,https://www.cabi.org/cpc/datasheet/11615
Celastrina argiolus,spring azure,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Lycaenidae,,5,0,1,2,no data,no data,no data,https://www.cabi.org/cpc/datasheet/14250
Centaurea napifolia,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Asterales,Asteraceae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/113068
Ceratocystis ips,,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Microascales,Ceratocystidaceae,,3,0,0,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/12147
Cestrum foetidissimum,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Solanales,Solanaceae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/113154
Chamaesyce humistrata,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Euphorbiales,Euphorbiaceae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/113188
Chorthippus albomarginatus,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Orthoptera,Acrididae,,6,0,1,2,no data,no data,no data,https://www.cabi.org/cpc/datasheet/13048
Chorthippus brunneus,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Orthoptera,Acrididae,,9,0,2,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/13052
Chrysolina varians,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Chrysomelidae,,9,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/13237
Cinara nigritergi,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Aphididae,,1,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/118940
Colaspidema atrum,"leafbeetle, black alfalfa",Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Chrysomelidae,,2,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/13771
Commicarpus africanus,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Caryophyllales,Nyctaginaceae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/113416
Coniochaeta prunicola,,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Ascomycota,Sordariomycetes,,,,1,0,0,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/118872
Conyza primulaefolia,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Asterales,Asteraceae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/113445
Cotula mexicana,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Asterales,Asteraceae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/113558
Crepidula aculeata,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/113587
Crepis bellidifolia,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Asterales,Asteraceae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/113589
Croesus septentrionalis,"hazel, sawfly",Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,,6,0,1,3,no data,no data,no data,https://www.cabi.org/cpc/datasheet/16216
Cyclope neritea,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Pentatomidae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/113712
Cyperus auricomus,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Cyperales,Cyperaceae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/113743
Diaporthe gulyae,,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,,4,0,3,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/66392836
Diaspidiotus uvae,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Diaspididae,invasive,3,0,3,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/113870
Dohrniphora papuana,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Phoridae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/113936
Elatine hungarica,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Theales,Elatinaceae,invasive,2,0,2,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/114054
Erwinia aphidicola,,Bacteria,,Basic datasheet,pest,Bacteria,,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,,1,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/118459
Erysiphe kusanoi,,Fungi/Chromista,Basic datasheet,,invasiveSpecies,Eukaryota,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/117722
Ferrisia malvastra,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Pseudococcidae,,1,0,1,0,no data,no data,no data,https://www.cabi.org/cpc/datasheet/118339
Fuchsia coccinea,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Myrtales,Onagraceae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/114426
Fundulus heteroclinus,,Vertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Chordata,Actinopterygii,Cyprinodontiformes,Cyprinodontidae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/114442
Fusarium arthrosporioides,root rot: pea,Fungi/Chromista,,Basic datasheet,"pest,naturalEnemy",Eukaryota,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,,2,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/24613
Galanthus alpinus,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Liliales,Liliaceae,invasive,4,1,3,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/114455
Galerucella nymphaeae,waterlily leaf beetle,Invertebrates,,Basic datasheet,"pest,naturalEnemy",Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Chrysomelidae,,11,0,1,3,no data,no data,no data,https://www.cabi.org/cpc/datasheet/24801
Galinsoga urticifolia,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Asterales,Asteraceae,invasive,2,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/114473
Gonioctena pallida,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Chrysomelidae,,3,0,1,2,no data,no data,no data,https://www.cabi.org/cpc/datasheet/25685
Haplothrips rivnayi,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Arthropoda,Insecta,Thysanoptera,Phlaeothripidae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/114678
Helianthus giganteus,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Asterales,Asteraceae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/114703
Helianthus subcanescens,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Asterales,Asteraceae,invasive,2,0,2,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/114708
Helichrysum orbiculare,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Asterales,Asteraceae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/114713
Hemarthria compressa,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Cyperales,Poaceae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/114741
Heterodera ripae,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Nematoda,Secernentea,Tylenchida,Heteroderidae,,1,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/118253
Heuchera americana,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Saxifragales,Saxifragaceae,invasive,1,0,0,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/114789
Hylastes brunneus,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Curculionidae,,5,0,1,4,no data,no data,no data,https://www.cabi.org/cpc/datasheet/28048
Hylesinus varius,ash bark beetle,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Scolytidae,,6,0,1,4,no data,no data,no data,https://www.cabi.org/cpc/datasheet/28134
Hylomecon vernalis,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Papaverales,Papaveraceae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/114890
Hylurgops glabratus,brown spruce bast borer,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Scolytidae,,3,0,1,3,no data,no data,no data,https://www.cabi.org/cpc/datasheet/28196
Iberis semperflorens,,Plants,Basic datasheet,Basic datasheet,"invasiveSpecies,hostPlant",Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Capparidales,Brassicaceae,invasive,1,0,0,0,no data,no data,no data,https://www.cabi.org/cpc/datasheet/114933; https://www.cabi.org/isc/datasheet/114933
Ipomoea arenaria,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Solanales,Convolvulaceae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/114965
Kalanchoe longiflora,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Rosales,Crassulaceae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/115051
Kalanchoe prolifera,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Rosales,Crassulaceae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/115052
Kleinia neriifolia,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Asterales,Asteraceae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/115070
Laserpitium siler,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Apiales,Apiaceae,invasive,1,0,0,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/115135
Lathys lepida,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Dictynidae,invasive,2,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/115163
Leistus nubivagus,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Carabidae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/115178
Leptosphaeria biglobosa,,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,,3,0,2,5,no data,no data,no data,https://www.cabi.org/cpc/datasheet/109525
Leptotes pirithous,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Lycaenidae,,2,0,1,2,no data,no data,no data,https://www.cabi.org/cpc/datasheet/31518
Linaria canadensis,,Plants,Basic datasheet,Basic datasheet,"invasiveSpecies,hostPlant",Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Scrophulariales,Scrophulariaceae,invasive,3,0,3,0,no data,no data,no data,https://www.cabi.org/cpc/datasheet/115292; https://www.cabi.org/isc/datasheet/115292
Lycoriella auripila,mushroom sciarid,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Sciaridae,,6,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/49039
Malvella leprosa,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Malvales,Malvaceae,invasive,2,0,2,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/115487
Moluccella spinosa,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Lamiales,Lamiaceae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/115631
Mycetoporus nigricollis,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Staphylinidae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/115679
Mycoplasma putrefaciens,,Bacteria,Basic datasheet,,invasiveSpecies,Bacteria,,Firmicutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/74521
Mycosphaerella laricina,,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,,7,0,2,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/35288
Mytilaster lineatus,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Mollusca,Bivalvia,Mytiloida,Mytilidae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/115706
Myzaphis turanica,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Arthropoda,Insecta,Hemiptera,Aphididae,invasive,2,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/115707
Narcissus minor,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Liliales,Liliaceae,invasive,2,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/115724
Nassella poeppigiana,,,Basic datasheet,,invasiveSpecies,,,,,,,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/117360
Nematus tibialis,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,,2,0,0,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/36402
Neofusicoccum mediterraneam,,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,,3,0,2,5,no data,no data,no data,https://www.cabi.org/cpc/datasheet/109523
Nuctereutes procyonoides,,Vertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Chordata,Mammalia,Carnivora,Canidae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/115817
Nymphalis polychloros,large tortoiseshell butterfly,Invertebrates,,Basic datasheet,"pest,naturalEnemy",Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,,15,0,2,7,no data,no data,no data,https://www.cabi.org/cpc/datasheet/36769
Ocnogyna baetica,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Arctiidae,,4,0,1,2,no data,no data,no data,https://www.cabi.org/cpc/datasheet/36864
Odocoileus hemionus,black-tailed deer,Vertebrates,Full datasheet,,"invasiveSpecies,hostAnimal",Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Cervidae,invasive,30,0,10,0,,no data,no data,https://www.cabi.org/isc/datasheet/72771
Opuntia tomentosa,velvet tree pear,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Caryophyllales,Cactaceae,invasive,3,0,3,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/115977
Opuntia x bernichiana,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Caryophyllales,Cactaceae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/115964
Oscinella pusilla,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Chloropidae,,7,0,1,5,no data,no data,no data,https://www.cabi.org/cpc/datasheet/37999
Ostrinia narynensis,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Crambidae,,4,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/38029
Paramysis baeri,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Arthropoda,Malacostraca,Mysidacea,Mysidae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/116131
Pararge aegeria,speckled wood butterfly,Invertebrates,,Basic datasheet,"pest,naturalEnemy",Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Nymphalidae,,9,0,1,3,no data,no data,no data,https://www.cabi.org/cpc/datasheet/44614
Paspalum saurae,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Monocotyledonae,Cyperales,Poaceae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/116167
Periclista lineolata,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,,1,0,0,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/43977
Phaeoacremonium hispanicum,,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Ascomycota,Sordariomycetes,,Magnaporthaceae,,1,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/118237
Phaeolus schweinitzii,pine butt rot,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,,1,0,1,5,no data,no data,no data,https://www.cabi.org/cpc/datasheet/40001
Phalonia zephyrana,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Tortricidae,,5,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/38741
Phellinus tremulae,,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,,8,0,1,3,no data,no data,no data,https://www.cabi.org/cpc/datasheet/40164
Phoetalia circumvagans,,Invertebrates,Basic datasheet,,invasiveSpecies,Eukaryota,Metazoa,Arthropoda,Insecta,Dictyoptera,Blaberidae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/116284
Phoma pomorum,leaf spot: apple,Fungi/Chromista,,Basic datasheet,pest,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,,3,0,1,6,no data,no data,no data,https://www.cabi.org/cpc/datasheet/40439
Phyllonorycter medicaginella,,Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Gracillariidae,,1,0,1,1,no data,no data,no data,https://www.cabi.org/cpc/datasheet/119131
Physalis fuscomaculata,,Plants,Basic datasheet,,invasiveSpecies,Eukaryota,Plantae,Spermatophyta,Dicotyledonae,Solanales,Solanaceae,invasive,1,0,1,0,no data,no data,no data,https://www.cabi.org/isc/datasheet/116318
Phytoplasma fragariae,,Bacteria,,Basic datasheet,pest,Bacteria,,Firmicutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,,1,0,1,2,no data,no data,no data,https://www.cabi.org/cpc/datasheet/118196
Pityogenes bidentatus,"beetle, two-toothed pine",Invertebrates,,Basic datasheet,pest,Eukaryota,Metazoa,Arthropoda,Insecta,Coleoptera,Scolytidae,,9,0,1,3,no data,no data,no data,https://www.cabi.org/cpc/datasheet/41513
